NO,SEMESTRE,CR APROBADOS,CR INSRITOS,PROMEDIO,CARRERA
4559,2,21,26,86.4,MECANICA
4560,2,21,26,85.8,MECANICA
4561,2,21,31,85.8,MECANICA
4562,2,26,26,85.67,MECANICA
4563,2,21,26,85.6,MECANICA
4564,2,21,26,85.6,MECANICA
4565,2,21,26,85.6,MECANICA
4566,2,26,26,85.5,MECANICA
4567,2,26,26,85.33,MECANICA
4568,2,21,26,85.2,MECANICA
4569,2,21,26,85.2,MECANICA
4570,2,21,26,85,MECANICA
4571,2,26,29,85,MECANICA
4572,2,21,26,85,MECANICA
4573,2,26,26,85,MECANICA
4574,2,21,26,84.8,MECANICA
4575,2,26,26,84.67,MECANICA
4576,2,26,26,84.67,MECANICA
4577,2,21,26,84.4,MECANICA
4578,2,26,26,83.67,MECANICA
4579,2,26,26,83.5,MECANICA
4580,2,21,21,83.4,MECANICA
4581,2,21,26,83.2,MECANICA
4582,2,26,26,83.17,MECANICA
4583,2,26,26,83,MECANICA
4584,2,26,26,83,MECANICA
4585,2,26,26,82.67,MECANICA
4586,2,26,26,82.5,MECANICA
4587,2,21,26,82.4,MECANICA
4588,2,21,26,82.4,MECANICA
4589,2,21,26,82.4,MECANICA
4590,2,21,26,82.2,MECANICA
4591,2,17,25,82,MECANICA
4592,2,21,26,81.8,MECANICA
4593,2,21,26,81.6,MECANICA
4594,2,26,26,81.5,MECANICA
4595,2,26,26,81.5,MECANICA
4596,2,26,26,81.33,MECANICA
4597,2,16,31,81,MECANICA
4598,2,21,26,80.8,MECANICA
4599,2,21,21,80.8,MECANICA
4600,2,21,22,80.4,MECANICA
4601,2,21,26,80.2,MECANICA
4602,2,26,26,80,MECANICA
4603,2,17,21,79.75,MECANICA
4604,2,17,27,78.25,MECANICA
4605,2,21,21,78.2,MECANICA
4606,2,21,26,77.2,MECANICA
4607,2,21,26,76.8,MECANICA
4608,2,8,23,76.5,MECANICA
4609,2,0,22,0,MECANICA
4610,13,186,42,85.25,MECATRONICA
4611,13,186,42,85.25,MECATRONICA
4612,13,250,10,79.52,MECATRONICA
4613,13,250,10,79.52,MECATRONICA
4614,13,195,12,79.15,MECATRONICA
4615,13,195,12,79.15,MECATRONICA
4616,13,230,10,78.69,MECATRONICA
4617,13,230,10,78.69,MECATRONICA
4618,13,216,19,77.04,MECATRONICA
4619,13,216,19,77.04,MECATRONICA
4620,13,235,10,76.78,MECATRONICA
4621,13,235,10,76.78,MECATRONICA
4622,12,250,10,88.43,MECATRONICA
4623,12,250,10,88.43,MECATRONICA
4624,12,250,10,86.42,MECATRONICA
4625,12,250,10,86.42,MECATRONICA
4626,12,229,6,85.82,MECATRONICA
4627,12,229,6,85.82,MECATRONICA
4628,12,240,10,84.35,MECATRONICA
4629,12,240,10,84.35,MECATRONICA
4630,12,229,6,81.9,MECATRONICA
4631,12,229,6,81.9,MECATRONICA
4632,12,219,20,81.35,MECATRONICA
4633,12,219,20,81.35,MECATRONICA
4634,12,182,18,80.97,MECATRONICA
4635,12,182,18,80.97,MECATRONICA
4636,12,235,5,80.84,MECATRONICA
4637,12,235,5,80.84,MECATRONICA
4638,12,226,5,79.45,MECATRONICA
4639,12,226,5,79.45,MECATRONICA
4640,11,250,10,90.29,MECATRONICA
4641,11,250,10,90.29,MECATRONICA
4642,11,250,10,82.39,MECATRONICA
4643,11,250,10,82.39,MECATRONICA
4644,11,250,10,82.2,MECATRONICA
4645,11,250,10,82.2,MECATRONICA
4646,11,235,10,82.16,MECATRONICA
4647,11,235,10,82.16,MECATRONICA
4648,11,235,10,81.65,MECATRONICA
4649,11,235,10,81.65,MECATRONICA
4650,11,211,29,81.43,MECATRONICA
4651,11,211,29,81.43,MECATRONICA
4652,11,240,10,81.42,MECATRONICA
4653,11,240,10,81.42,MECATRONICA
4654,11,210,15,81.36,MECATRONICA
4655,11,210,15,81.36,MECATRONICA
4656,11,206,25,81.33,MECATRONICA
4657,11,206,25,81.33,MECATRONICA
4658,11,219,26,80.76,MECATRONICA
4659,11,219,26,80.76,MECATRONICA
4660,11,215,25,80.58,MECATRONICA
4661,11,215,25,80.58,MECATRONICA
4662,11,245,5,80.38,MECATRONICA
4663,11,245,5,80.38,MECATRONICA
4664,11,214,16,80.27,MECATRONICA
4665,11,214,16,80.27,MECATRONICA
4666,11,204,27,80.12,MECATRONICA
4667,11,204,27,80.12,MECATRONICA
4668,11,236,9,80.08,MECATRONICA
4669,11,236,9,80.08,MECATRONICA
4670,11,210,20,79.75,MECATRONICA
4671,11,210,20,79.75,MECATRONICA
4672,11,204,36,79.63,MECATRONICA
4673,11,204,36,79.63,MECATRONICA
4674,11,162,35,78.83,MECATRONICA
4675,11,162,35,78.83,MECATRONICA
4676,11,143,21,77.61,MECATRONICA
4677,11,143,21,77.61,MECATRONICA
4678,11,202,33,76.88,MECATRONICA
4679,11,202,33,76.88,MECATRONICA
4680,10,229,10,91.33,MECATRONICA
4681,10,229,10,91.33,MECATRONICA
4682,10,230,10,91.08,MECATRONICA
4683,10,230,10,91.08,MECATRONICA
4684,10,240,10,89.98,MECATRONICA
4685,10,240,10,89.98,MECATRONICA
4686,10,250,10,89.73,MECATRONICA
4687,10,250,10,89.73,MECATRONICA
4688,10,245,10,88.84,MECATRONICA
4689,10,245,10,88.84,MECATRONICA
4690,10,250,10,88.59,MECATRONICA
4691,10,250,10,88.59,MECATRONICA
4692,10,245,10,88.56,MECATRONICA
4693,10,245,10,88.56,MECATRONICA
4694,10,250,10,88.53,MECATRONICA
4695,10,250,10,88.53,MECATRONICA
4696,10,250,10,88.29,MECATRONICA
4697,10,250,10,88.29,MECATRONICA
4698,10,225,20,88.09,MECATRONICA
4699,10,225,20,88.09,MECATRONICA
4700,10,149,26,87.44,MECATRONICA
4701,10,149,26,87.44,MECATRONICA
4702,10,224,16,87.43,MECATRONICA
4703,10,224,16,87.43,MECATRONICA
4704,10,245,15,87.02,MECATRONICA
4705,10,245,15,87.02,MECATRONICA
4706,10,240,10,86.08,MECATRONICA
4707,10,240,10,86.08,MECATRONICA
4708,10,250,10,85.92,MECATRONICA
4709,10,250,10,85.92,MECATRONICA
4710,10,240,10,85.52,MECATRONICA
4711,10,240,10,85.52,MECATRONICA
4712,10,240,10,85.44,MECATRONICA
4713,10,240,10,85.44,MECATRONICA
4714,10,230,15,84.92,MECATRONICA
4715,10,230,15,84.92,MECATRONICA
4716,10,240,10,84.84,MECATRONICA
4717,10,240,10,84.84,MECATRONICA
4718,10,235,5,84.65,MECATRONICA
4719,10,235,5,84.65,MECATRONICA
4720,10,230,15,84.31,MECATRONICA
4721,10,230,15,84.31,MECATRONICA
4722,10,205,36,84,MECATRONICA
4723,10,205,36,84,MECATRONICA
4724,10,250,10,83.76,MECATRONICA
4725,10,250,10,83.76,MECATRONICA
4726,10,250,10,83.14,MECATRONICA
4727,10,250,10,83.14,MECATRONICA
4728,10,216,19,82.91,MECATRONICA
4729,10,216,19,82.91,MECATRONICA
4730,10,237,13,82.73,MECATRONICA
4731,10,237,13,82.73,MECATRONICA
4732,10,225,10,82.55,MECATRONICA
4733,10,225,10,82.55,MECATRONICA
4734,10,240,10,82.14,MECATRONICA
4735,10,240,10,82.14,MECATRONICA
4736,10,194,30,81.68,MECATRONICA
4737,10,240,10,81.68,MECATRONICA
4738,10,194,30,81.68,MECATRONICA
4739,10,240,10,81.68,MECATRONICA
4740,10,178,27,81.63,MECATRONICA
4741,10,178,27,81.63,MECATRONICA
4742,10,231,15,81.31,MECATRONICA
4743,10,231,15,81.31,MECATRONICA
4744,10,187,31,80.6,MECATRONICA
4745,10,187,31,80.6,MECATRONICA
4746,10,217,19,79.78,MECATRONICA
4747,10,217,19,79.78,MECATRONICA
4748,10,170,31,79.69,MECATRONICA
4749,10,170,31,79.69,MECATRONICA
4750,10,161,26,79.66,MECATRONICA
4751,10,161,26,79.66,MECATRONICA
4752,10,184,26,79.62,MECATRONICA
4753,10,184,26,79.62,MECATRONICA
4754,10,108,29,75.67,MECATRONICA
4755,10,108,29,75.67,MECATRONICA
4756,9,225,25,87.79,MECATRONICA
4757,9,225,25,87.79,MECATRONICA
4758,9,225,25,87.34,MECATRONICA
4759,9,225,25,87.34,MECATRONICA
4760,9,214,31,86.27,MECATRONICA
4761,9,214,31,86.27,MECATRONICA
4762,9,208,37,84.98,MECATRONICA
4763,9,208,37,84.98,MECATRONICA
4764,9,204,26,84.51,MECATRONICA
4765,9,204,26,84.51,MECATRONICA
4766,9,210,40,84.5,MECATRONICA
4767,9,210,40,84.5,MECATRONICA
4768,9,240,10,84.4,MECATRONICA
4769,9,240,10,84.4,MECATRONICA
4770,9,173,26,83.89,MECATRONICA
4771,9,173,26,83.89,MECATRONICA
4772,9,211,39,83.82,MECATRONICA
4773,9,211,39,83.82,MECATRONICA
4774,9,204,41,83.7,MECATRONICA
4775,9,204,41,83.7,MECATRONICA
4776,9,235,5,83.53,MECATRONICA
4777,9,235,5,83.53,MECATRONICA
4778,9,207,38,83.4,MECATRONICA
4779,9,207,38,83.4,MECATRONICA
4780,9,209,21,83.25,MECATRONICA
4781,9,209,21,83.25,MECATRONICA
4782,9,215,25,83.2,MECATRONICA
4783,9,215,25,83.2,MECATRONICA
4784,9,207,37,82.93,MECATRONICA
4785,9,207,37,82.93,MECATRONICA
4786,9,175,20,82.73,MECATRONICA
4787,9,175,20,82.73,MECATRONICA
4788,9,225,15,82.72,MECATRONICA
4789,9,225,15,82.72,MECATRONICA
4790,9,198,41,82.5,MECATRONICA
4791,9,198,41,82.5,MECATRONICA
4792,9,224,26,82.47,MECATRONICA
4793,9,224,26,82.47,MECATRONICA
4794,9,201,40,82.45,MECATRONICA
4795,9,201,40,82.45,MECATRONICA
4796,9,214,20,82.36,MECATRONICA
4797,9,214,20,82.36,MECATRONICA
4798,9,215,35,82.33,MECATRONICA
4799,9,215,35,82.33,MECATRONICA
4800,9,220,30,82.3,MECATRONICA
4801,9,220,30,82.3,MECATRONICA
4802,9,225,20,82.23,MECATRONICA
4803,9,225,20,82.23,MECATRONICA
4804,9,225,20,82.21,MECATRONICA
4805,9,225,20,82.21,MECATRONICA
4806,9,190,25,81.9,MECATRONICA
4807,9,190,25,81.9,MECATRONICA
4808,9,213,22,81.8,MECATRONICA
4809,9,214,31,81.8,MECATRONICA
4810,9,213,22,81.8,MECATRONICA
4811,9,214,31,81.8,MECATRONICA
4812,9,207,38,81.65,MECATRONICA
4813,9,207,38,81.65,MECATRONICA
4814,9,225,25,81.64,MECATRONICA
4815,9,225,25,81.64,MECATRONICA
4816,9,152,25,81.45,MECATRONICA
4817,9,152,25,81.45,MECATRONICA
4818,9,192,20,80.92,MECATRONICA
4819,9,192,20,80.92,MECATRONICA
4820,9,192,24,80.7,MECATRONICA
4821,9,192,24,80.7,MECATRONICA
4822,9,171,29,80.69,MECATRONICA
4823,9,171,29,80.69,MECATRONICA
4824,9,198,10,80.67,MECATRONICA
4825,9,198,10,80.67,MECATRONICA
4826,9,204,40,80.28,MECATRONICA
4827,9,204,40,80.28,MECATRONICA
4828,9,154,29,79.73,MECATRONICA
4829,9,154,29,79.73,MECATRONICA
4830,9,200,40,79.67,MECATRONICA
4831,9,200,40,79.67,MECATRONICA
4832,9,195,41,79.54,MECATRONICA
4833,9,195,41,79.54,MECATRONICA
4834,9,207,25,79.23,MECATRONICA
4835,9,207,25,79.23,MECATRONICA
4836,9,199,40,78.6,MECATRONICA
4837,9,199,40,78.6,MECATRONICA
4838,9,174,16,78.19,MECATRONICA
4839,9,174,16,78.19,MECATRONICA
4840,9,152,9,77.56,MECATRONICA
4841,9,152,9,77.56,MECATRONICA
4842,9,126,30,76.15,MECATRONICA
4843,9,126,30,76.15,MECATRONICA
4844,9,99,6,75.62,MECATRONICA
4845,9,99,6,75.62,MECATRONICA
4846,8,200,40,97.95,MECATRONICA
4847,8,200,40,97.95,MECATRONICA
4848,8,200,40,97.71,MECATRONICA
4849,8,200,40,97.71,MECATRONICA
4850,8,201,34,94.43,MECATRONICA
4851,8,201,34,94.43,MECATRONICA
4852,8,206,34,94.28,MECATRONICA
4853,8,206,34,94.28,MECATRONICA
4854,8,201,34,93.88,MECATRONICA
4855,8,201,34,93.88,MECATRONICA
4856,8,201,34,93.1,MECATRONICA
4857,8,201,34,93.1,MECATRONICA
4858,8,201,34,92.74,MECATRONICA
4859,8,201,34,92.74,MECATRONICA
4860,8,201,34,91.79,MECATRONICA
4861,8,201,34,91.79,MECATRONICA
4862,8,206,34,91.6,MECATRONICA
4863,8,206,34,91.6,MECATRONICA
4864,8,164,34,91.57,MECATRONICA
4865,8,164,34,91.57,MECATRONICA
4866,8,179,35,91.16,MECATRONICA
4867,8,179,35,91.16,MECATRONICA
4868,8,201,34,90.57,MECATRONICA
4869,8,201,34,90.57,MECATRONICA
4870,8,196,29,90.05,MECATRONICA
4871,8,196,29,90.05,MECATRONICA
4872,8,178,30,89.13,MECATRONICA
4873,8,178,30,89.13,MECATRONICA
4874,8,203,32,88.91,MECATRONICA
4875,8,203,32,88.91,MECATRONICA
4876,8,201,29,88.86,MECATRONICA
4877,8,201,29,88.86,MECATRONICA
4878,8,216,34,88.82,MECATRONICA
4879,8,216,34,88.82,MECATRONICA
4880,8,206,34,88.44,MECATRONICA
4881,8,206,34,88.44,MECATRONICA
4882,8,206,39,88.35,MECATRONICA
4883,8,206,39,88.35,MECATRONICA
4884,8,206,34,88.12,MECATRONICA
4885,8,206,34,88.12,MECATRONICA
4886,8,201,29,88.07,MECATRONICA
4887,8,201,29,88.07,MECATRONICA
4888,8,196,39,87.17,MECATRONICA
4889,8,196,39,87.17,MECATRONICA
4890,8,206,29,86.74,MECATRONICA
4891,8,206,29,86.74,MECATRONICA
4892,8,204,41,86.67,MECATRONICA
4893,8,204,41,86.67,MECATRONICA
4894,8,199,41,86.29,MECATRONICA
4895,8,199,41,86.29,MECATRONICA
4896,8,201,34,86.07,MECATRONICA
4897,8,201,34,86.07,MECATRONICA
4898,8,209,36,85.8,MECATRONICA
4899,8,209,36,85.8,MECATRONICA
4900,8,201,39,85.12,MECATRONICA
4901,8,201,39,85.12,MECATRONICA
4902,8,204,41,85.07,MECATRONICA
4903,8,204,41,85.07,MECATRONICA
4904,8,199,36,84.74,MECATRONICA
4905,8,199,36,84.74,MECATRONICA
4906,8,191,33,84.67,MECATRONICA
4907,8,191,33,84.67,MECATRONICA
4908,8,199,36,84.62,MECATRONICA
4909,8,199,36,84.62,MECATRONICA
4910,8,171,25,84.25,MECATRONICA
4911,8,171,25,84.25,MECATRONICA
4912,8,175,26,84.16,MECATRONICA
4913,8,175,26,84.16,MECATRONICA
4914,8,210,35,83.93,MECATRONICA
4915,8,210,35,83.93,MECATRONICA
4916,8,154,27,83.73,MECATRONICA
4917,8,154,27,83.73,MECATRONICA
4918,8,164,34,83.57,MECATRONICA
4919,8,164,34,83.57,MECATRONICA
4920,8,194,41,83.49,MECATRONICA
4921,8,194,41,83.49,MECATRONICA
4922,8,89,27,83.05,MECATRONICA
4923,8,89,27,83.05,MECATRONICA
4924,8,174,29,82.97,MECATRONICA
4925,8,172,31,82.97,MECATRONICA
4926,8,174,29,82.97,MECATRONICA
4927,8,172,31,82.97,MECATRONICA
4928,8,150,33,82.66,MECATRONICA
4929,8,150,33,82.66,MECATRONICA
4930,8,201,24,82.33,MECATRONICA
4931,8,201,24,82.33,MECATRONICA
4932,8,181,20,81.97,MECATRONICA
4933,8,181,20,81.97,MECATRONICA
4934,8,204,36,81.91,MECATRONICA
4935,8,204,36,81.91,MECATRONICA
4936,8,188,42,81.85,MECATRONICA
4937,8,188,42,81.85,MECATRONICA
4938,8,150,25,81.72,MECATRONICA
4939,8,150,25,81.72,MECATRONICA
4940,8,178,30,81.39,MECATRONICA
4941,8,178,30,81.39,MECATRONICA
4942,8,48,9,81.36,MECATRONICA
4943,8,48,9,81.36,MECATRONICA
4944,8,204,41,81.19,MECATRONICA
4945,8,204,41,81.19,MECATRONICA
4946,8,129,31,81.11,MECATRONICA
4947,8,129,31,81.11,MECATRONICA
4948,8,107,31,81.04,MECATRONICA
4949,8,107,31,81.04,MECATRONICA
4950,8,164,31,81.03,MECATRONICA
4951,8,164,31,81.03,MECATRONICA
4952,8,165,31,81,MECATRONICA
4953,8,165,31,81,MECATRONICA
4954,8,134,29,80.93,MECATRONICA
4955,8,134,29,80.93,MECATRONICA
4956,8,104,19,80.65,MECATRONICA
4957,8,104,19,80.65,MECATRONICA
4958,8,148,29,80.63,MECATRONICA
4959,8,148,29,80.63,MECATRONICA
4960,8,128,25,80.36,MECATRONICA
4961,8,128,25,80.36,MECATRONICA
4962,8,175,34,80.08,MECATRONICA
4963,8,175,34,80.08,MECATRONICA
4964,8,171,24,80.06,MECATRONICA
4965,8,171,24,80.06,MECATRONICA
4966,8,132,31,79.89,MECATRONICA
4967,8,132,31,79.89,MECATRONICA
4968,8,164,19,79.86,MECATRONICA
4969,8,164,19,79.86,MECATRONICA
4970,8,141,16,79.73,MECATRONICA
4971,8,141,16,79.73,MECATRONICA
4972,8,149,20,77.34,MECATRONICA
4973,8,149,20,77.34,MECATRONICA
4974,7,164,37,94.97,MECATRONICA
4975,7,164,37,94.97,MECATRONICA
4976,7,195,27,92.34,MECATRONICA
4977,7,195,27,92.34,MECATRONICA
4978,7,164,37,90.97,MECATRONICA
4979,7,164,37,90.97,MECATRONICA
4980,7,185,30,90.74,MECATRONICA
4981,7,185,30,90.74,MECATRONICA
4982,7,164,37,90.57,MECATRONICA
4983,7,164,37,90.57,MECATRONICA
4984,7,165,34,90.29,MECATRONICA
4985,7,165,34,90.29,MECATRONICA
4986,7,164,37,89.63,MECATRONICA
4987,7,164,37,89.63,MECATRONICA
4988,7,164,26,88.09,MECATRONICA
4989,7,164,26,88.09,MECATRONICA
4990,7,149,33,87.63,MECATRONICA
4991,7,149,33,87.63,MECATRONICA
4992,7,153,35,87.09,MECATRONICA
4993,7,153,35,87.09,MECATRONICA
4994,7,158,36,86.97,MECATRONICA
4995,7,158,36,86.97,MECATRONICA
4996,7,158,29,86.26,MECATRONICA
4997,7,158,29,86.26,MECATRONICA
4998,7,159,32,86.24,MECATRONICA
4999,7,159,32,86.24,MECATRONICA
5000,7,159,37,85.5,MECATRONICA
5001,7,159,37,85.5,MECATRONICA
5002,7,109,21,85.38,MECATRONICA
5003,7,109,21,85.38,MECATRONICA
5004,7,180,26,85.37,MECATRONICA
5005,7,180,26,85.37,MECATRONICA
5006,7,159,32,84.47,MECATRONICA
5007,7,159,32,84.47,MECATRONICA
5008,7,155,29,84.33,MECATRONICA
5009,7,155,29,84.33,MECATRONICA
5010,7,149,32,84,MECATRONICA
5011,7,149,32,84,MECATRONICA
5012,7,164,37,83.83,MECATRONICA
5013,7,164,37,83.83,MECATRONICA
5014,7,138,35,83.67,MECATRONICA
5015,7,138,35,83.67,MECATRONICA
5016,7,136,37,83.41,MECATRONICA
5017,7,136,37,83.41,MECATRONICA
5018,7,137,36,83.24,MECATRONICA
5019,7,137,36,83.24,MECATRONICA
5020,7,89,24,83.21,MECATRONICA
5021,7,89,24,83.21,MECATRONICA
5022,7,154,32,83.18,MECATRONICA
5023,7,154,32,83.18,MECATRONICA
5024,7,170,39,83,MECATRONICA
5025,7,170,39,83,MECATRONICA
5026,7,131,30,82.71,MECATRONICA
5027,7,131,30,82.71,MECATRONICA
5028,7,144,26,82.58,MECATRONICA
5029,7,144,26,82.58,MECATRONICA
5030,7,138,36,82.43,MECATRONICA
5031,7,138,36,82.43,MECATRONICA
5032,7,124,26,82.33,MECATRONICA
5033,7,124,26,82.33,MECATRONICA
5034,7,144,35,82.03,MECATRONICA
5035,7,144,35,82.03,MECATRONICA
5036,7,98,24,81.95,MECATRONICA
5037,7,98,24,81.95,MECATRONICA
5038,7,151,35,81.94,MECATRONICA
5039,7,151,35,81.94,MECATRONICA
5040,7,96,35,81.76,MECATRONICA
5041,7,96,35,81.76,MECATRONICA
5042,7,133,33,81.72,MECATRONICA
5043,7,133,33,81.72,MECATRONICA
5044,7,143,36,81.58,MECATRONICA
5045,7,143,36,81.58,MECATRONICA
5046,7,166,35,81.51,MECATRONICA
5047,7,166,35,81.51,MECATRONICA
5048,7,153,34,81.48,MECATRONICA
5049,7,153,34,81.48,MECATRONICA
5050,7,169,35,81.33,MECATRONICA
5051,7,169,35,81.33,MECATRONICA
5052,7,169,32,81.11,MECATRONICA
5053,7,169,32,81.11,MECATRONICA
5054,7,128,25,80.89,MECATRONICA
5055,7,127,31,80.89,MECATRONICA
5056,7,128,25,80.89,MECATRONICA
5057,7,127,31,80.89,MECATRONICA
5058,7,143,33,80.87,MECATRONICA
5059,7,143,33,80.87,MECATRONICA
5060,7,153,35,80.7,MECATRONICA
5061,7,153,35,80.7,MECATRONICA
5062,7,124,36,80.26,MECATRONICA
5063,7,124,36,80.26,MECATRONICA
5064,7,105,29,80,MECATRONICA
5065,7,105,29,80,MECATRONICA
5066,7,127,23,79.96,MECATRONICA
5067,7,127,23,79.96,MECATRONICA
5068,7,112,30,79.79,MECATRONICA
5069,7,112,30,79.79,MECATRONICA
5070,7,109,31,78.88,MECATRONICA
5071,7,109,31,78.88,MECATRONICA
5072,7,103,24,78.64,MECATRONICA
5073,7,103,24,78.64,MECATRONICA
5074,7,75,23,78.13,MECATRONICA
5075,7,75,23,78.13,MECATRONICA
5076,7,141,27,77.7,MECATRONICA
5077,7,141,27,77.7,MECATRONICA
5078,7,94,17,75.67,MECATRONICA
5079,7,94,17,75.67,MECATRONICA
5080,6,164,37,95.46,MECATRONICA
5081,6,164,37,95.46,MECATRONICA
5082,6,134,30,94.45,MECATRONICA
5083,6,134,30,94.45,MECATRONICA
5084,6,134,30,91.45,MECATRONICA
5085,6,134,30,91.45,MECATRONICA
5086,6,134,30,91.41,MECATRONICA
5087,6,134,30,91.41,MECATRONICA
5088,6,134,30,90.76,MECATRONICA
5089,6,134,30,90.76,MECATRONICA
5090,6,134,30,90.48,MECATRONICA
5091,6,134,30,90.48,MECATRONICA
5092,6,134,30,89.97,MECATRONICA
5093,6,134,30,89.97,MECATRONICA
5094,6,129,30,88.5,MECATRONICA
5095,6,129,30,88.5,MECATRONICA
5096,6,130,30,87.86,MECATRONICA
5097,6,130,34,87.86,MECATRONICA
5098,6,130,30,87.86,MECATRONICA
5099,6,130,34,87.86,MECATRONICA
5100,6,119,29,87.27,MECATRONICA
5101,6,119,29,87.27,MECATRONICA
5102,6,134,30,87.21,MECATRONICA
5103,6,134,30,87.21,MECATRONICA
5104,6,129,35,85.82,MECATRONICA
5105,6,129,35,85.82,MECATRONICA
5106,6,86,23,85.68,MECATRONICA
5107,6,86,23,85.68,MECATRONICA
5108,6,101,25,85.59,MECATRONICA
5109,6,101,25,85.59,MECATRONICA
5110,6,111,24,85.5,MECATRONICA
5111,6,111,24,85.5,MECATRONICA
5112,6,114,19,85.32,MECATRONICA
5113,6,114,19,85.32,MECATRONICA
5114,6,119,25,85.15,MECATRONICA
5115,6,119,25,85.15,MECATRONICA
5116,6,134,36,84.34,MECATRONICA
5117,6,134,36,84.34,MECATRONICA
5118,6,115,30,84.32,MECATRONICA
5119,6,115,30,84.32,MECATRONICA
5120,6,133,37,84.31,MECATRONICA
5121,6,133,37,84.31,MECATRONICA
5122,6,125,25,83.93,MECATRONICA
5123,6,125,25,83.93,MECATRONICA
5124,6,120,30,83.73,MECATRONICA
5125,6,120,30,83.73,MECATRONICA
5126,6,122,30,83.41,MECATRONICA
5127,6,122,30,83.41,MECATRONICA
5128,6,116,24,83.08,MECATRONICA
5129,6,116,24,83.08,MECATRONICA
5130,6,129,30,82.61,MECATRONICA
5131,6,102,20,82.61,MECATRONICA
5132,6,129,30,82.61,MECATRONICA
5133,6,102,20,82.61,MECATRONICA
5134,6,67,24,82.47,MECATRONICA
5135,6,67,24,82.47,MECATRONICA
5136,6,101,24,82.32,MECATRONICA
5137,6,101,24,82.32,MECATRONICA
5138,6,92,30,82.3,MECATRONICA
5139,6,92,30,82.3,MECATRONICA
5140,6,110,25,81.71,MECATRONICA
5141,6,110,25,81.71,MECATRONICA
5142,6,97,35,81.48,MECATRONICA
5143,6,97,35,81.48,MECATRONICA
5144,6,81,24,81.22,MECATRONICA
5145,6,81,24,81.22,MECATRONICA
5146,6,55,9,81,MECATRONICA
5147,6,55,9,81,MECATRONICA
5148,6,129,35,80.25,MECATRONICA
5149,6,129,35,80.25,MECATRONICA
5150,6,72,25,80.06,MECATRONICA
5151,6,72,25,80.06,MECATRONICA
5152,6,82,25,79.78,MECATRONICA
5153,6,82,25,79.78,MECATRONICA
5154,6,70,15,79.13,MECATRONICA
5155,6,70,15,79.13,MECATRONICA
5156,6,91,23,79.1,MECATRONICA
5157,6,91,23,79.1,MECATRONICA
5158,6,54,19,75.83,MECATRONICA
5159,6,54,19,75.83,MECATRONICA
5160,14,240,15,81.73,QUIMICA
5161,14,235,15,81.53,QUIMICA
5162,14,240,20,81.1,QUIMICA
5163,14,230,5,79.79,QUIMICA
5164,12,250,10,85.44,QUIMICA
5165,12,240,10,84.76,QUIMICA
5166,12,250,10,82.74,QUIMICA
5167,12,245,5,82.49,QUIMICA
5168,12,230,10,82.21,QUIMICA
5169,12,240,15,82,QUIMICA
5170,12,208,37,79.63,QUIMICA
5171,12,207,33,79.38,QUIMICA
5172,12,220,25,79.2,QUIMICA
5173,11,240,10,90.86,QUIMICA
5174,11,240,10,84.65,QUIMICA
5175,10,235,10,89.42,QUIMICA
5176,10,240,10,88.35,QUIMICA
5177,10,240,10,87.49,QUIMICA
5178,10,250,10,86.58,QUIMICA
5179,10,224,16,86.39,QUIMICA
5180,10,230,5,86.02,QUIMICA
5181,10,240,10,85.98,QUIMICA
5182,10,240,10,85.65,QUIMICA
5183,10,250,10,84.68,QUIMICA
5184,10,250,10,84.64,QUIMICA
5185,10,230,10,84.13,QUIMICA
5186,10,217,25,84.02,QUIMICA
5187,10,230,5,83.68,QUIMICA
5188,10,240,10,83.31,QUIMICA
5189,10,225,15,83.22,QUIMICA
5190,10,204,35,83.14,QUIMICA
5191,10,229,11,82.98,QUIMICA
5192,10,225,15,82.74,QUIMICA
5193,10,187,33,82.41,QUIMICA
5194,10,189,34,82.28,QUIMICA
5195,10,213,32,82.16,QUIMICA
5196,10,198,27,81.07,QUIMICA
5197,10,182,26,81.05,QUIMICA
5198,10,225,15,80.83,QUIMICA
5199,10,177,32,80.62,QUIMICA
5200,10,225,10,80.39,QUIMICA
5201,10,118,25,79.88,QUIMICA
5202,10,215,30,79.2,QUIMICA
5203,9,240,10,91.39,QUIMICA
5204,9,234,16,88.38,QUIMICA
5205,9,240,10,86.33,QUIMICA
5206,9,234,6,85.79,QUIMICA
5207,9,230,10,85.17,QUIMICA
5208,9,229,6,84.21,QUIMICA
5209,9,92,21,83.89,QUIMICA
5210,9,209,31,83.58,QUIMICA
5211,9,230,5,83.4,QUIMICA
5212,9,214,26,83.39,QUIMICA
5213,9,214,36,82.27,QUIMICA
5214,9,230,20,82.04,QUIMICA
5215,9,194,41,81.22,QUIMICA
5216,9,168,27,81.11,QUIMICA
5217,9,182,31,80.76,QUIMICA
5218,9,136,27,80.28,QUIMICA
5219,9,235,5,80.23,QUIMICA
5220,9,203,36,80.21,QUIMICA
5221,9,198,32,79.83,QUIMICA
5222,9,203,42,79.79,QUIMICA
5223,9,102,15,79.64,QUIMICA
5224,9,177,15,79.46,QUIMICA
5225,9,157,33,78.82,QUIMICA
5226,9,182,26,78.74,QUIMICA
5227,8,209,31,93.67,QUIMICA
5228,8,222,13,90.56,QUIMICA
5229,8,214,26,89.91,QUIMICA
5230,8,214,26,89.91,QUIMICA
5231,8,214,26,89.7,QUIMICA
5232,8,192,28,89.4,QUIMICA
5233,8,213,27,89.39,QUIMICA
