NO,SEMESTRE,CR APROBADOS,CR INSRITOS,PROMEDIO,CARRERA
1403,4,43,15,78.9,BIOQUIMICA
1404,4,54,27,78.75,BIOQUIMICA
1405,4,66,24,78.67,BIOQUIMICA
1406,4,16,20,78.6,BIOQUIMICA
1407,4,74,36,78.59,BIOQUIMICA
1408,4,57,27,78.23,BIOQUIMICA
1409,4,69,28,78,BIOQUIMICA
1410,4,57,27,77.15,BIOQUIMICA
1411,4,74,26,76.76,BIOQUIMICA
1412,4,49,15,76.73,BIOQUIMICA
1413,3,52,30,92.42,BIOQUIMICA
1414,3,52,30,91.75,BIOQUIMICA
1415,3,47,32,90.18,BIOQUIMICA
1416,3,52,30,89.33,BIOQUIMICA
1417,3,52,30,88.42,BIOQUIMICA
1418,3,52,30,88.25,BIOQUIMICA
1419,3,33,30,87.57,BIOQUIMICA
1420,3,29,25,87.14,BIOQUIMICA
1421,3,52,27,87.08,BIOQUIMICA
1422,3,27,25,86.57,BIOQUIMICA
1423,3,47,32,86.18,BIOQUIMICA
1424,3,52,30,86.17,BIOQUIMICA
1425,3,52,30,85.75,BIOQUIMICA
1426,3,47,30,85.64,BIOQUIMICA
1427,3,26,20,85.57,BIOQUIMICA
1428,3,41,26,85.4,BIOQUIMICA
1429,3,47,25,84.45,BIOQUIMICA
1430,3,47,30,84.45,BIOQUIMICA
1431,3,52,30,84.42,BIOQUIMICA
1432,3,52,30,83.08,BIOQUIMICA
1433,3,42,20,82.8,BIOQUIMICA
1434,3,47,30,82.55,BIOQUIMICA
1435,3,29,30,82.29,BIOQUIMICA
1436,3,39,23,81.78,BIOQUIMICA
1437,3,52,30,81.75,BIOQUIMICA
1438,3,41,31,81.4,BIOQUIMICA
1439,3,29,18,81.29,BIOQUIMICA
1440,3,44,25,81.1,BIOQUIMICA
1441,3,42,25,80.8,BIOQUIMICA
1442,3,34,30,80.75,BIOQUIMICA
1443,3,41,30,80.4,BIOQUIMICA
1444,3,37,25,79.67,BIOQUIMICA
1445,3,31,25,79.63,BIOQUIMICA
1446,3,42,25,79.4,BIOQUIMICA
1447,3,13,11,79,BIOQUIMICA
1448,3,37,30,78.78,BIOQUIMICA
1449,3,21,31,78,BIOQUIMICA
1450,3,21,31,77.67,BIOQUIMICA
1451,3,39,25,76.56,BIOQUIMICA
1452,2,23,29,92.83,BIOQUIMICA
1453,2,23,29,92.33,BIOQUIMICA
1454,2,23,29,91.83,BIOQUIMICA
1455,2,23,29,91.5,BIOQUIMICA
1456,2,23,29,91,BIOQUIMICA
1457,2,18,34,91,BIOQUIMICA
1458,2,23,29,90.83,BIOQUIMICA
1459,2,23,29,90.33,BIOQUIMICA
1460,2,23,29,89.67,BIOQUIMICA
1461,2,18,26,89.6,BIOQUIMICA
1462,2,23,29,89.5,BIOQUIMICA
1463,2,18,34,88.2,BIOQUIMICA
1464,2,13,31,87.25,BIOQUIMICA
1465,2,18,34,87,BIOQUIMICA
1466,2,23,29,86.83,BIOQUIMICA
1467,2,18,29,86.8,BIOQUIMICA
1468,2,23,29,86.5,BIOQUIMICA
1469,2,23,29,86.5,BIOQUIMICA
1470,2,23,29,86.17,BIOQUIMICA
1471,2,23,29,86.17,BIOQUIMICA
1472,2,23,29,86.17,BIOQUIMICA
1473,2,23,29,86,BIOQUIMICA
1474,2,10,29,86,BIOQUIMICA
1475,2,23,34,86,BIOQUIMICA
1476,2,18,29,86,BIOQUIMICA
1477,2,23,29,85.67,BIOQUIMICA
1478,2,23,29,85.5,BIOQUIMICA
1479,2,23,29,85.17,BIOQUIMICA
1480,2,23,29,85.17,BIOQUIMICA
1481,2,9,33,85,BIOQUIMICA
1482,2,23,29,85,BIOQUIMICA
1483,2,18,29,85,BIOQUIMICA
1484,2,18,29,84.8,BIOQUIMICA
1485,2,23,29,84.67,BIOQUIMICA
1486,2,13,34,84.5,BIOQUIMICA
1487,2,23,29,84.5,BIOQUIMICA
1488,2,23,29,84.5,BIOQUIMICA
1489,2,18,29,84.4,BIOQUIMICA
1490,2,23,29,84.17,BIOQUIMICA
1491,2,23,29,83.83,BIOQUIMICA
1492,2,18,13,83.8,BIOQUIMICA
1493,2,15,32,83.75,BIOQUIMICA
1494,2,18,29,83.4,BIOQUIMICA
1495,2,23,29,83.33,BIOQUIMICA
1496,2,23,29,83.33,BIOQUIMICA
1497,2,18,29,83.2,BIOQUIMICA
1498,2,23,29,83,BIOQUIMICA
1499,2,12,30,83,BIOQUIMICA
1500,2,23,29,82.67,BIOQUIMICA
1501,2,23,29,82.67,BIOQUIMICA
1502,2,18,34,82.6,BIOQUIMICA
1503,2,18,20,82.6,BIOQUIMICA
1504,2,7,27,82.5,BIOQUIMICA
1505,2,23,31,81.67,BIOQUIMICA
1506,2,23,29,81.33,BIOQUIMICA
1507,2,23,29,81.17,BIOQUIMICA
1508,2,18,34,81,BIOQUIMICA
1509,2,23,20,80.83,BIOQUIMICA
1510,2,23,29,80.83,BIOQUIMICA
1511,2,11,33,80.67,BIOQUIMICA
1512,2,18,34,80.4,BIOQUIMICA
1513,2,23,29,79.83,BIOQUIMICA
1514,2,6,30,79,BIOQUIMICA
1515,2,18,29,78.8,BIOQUIMICA
1516,2,9,28,78.67,BIOQUIMICA
1517,2,23,29,77.83,BIOQUIMICA
1518,2,23,29,77.5,BIOQUIMICA
1519,2,23,29,77,BIOQUIMICA
1520,2,14,33,76.5,BIOQUIMICA
1521,1,,23,0,BIOQUIMICA
1522,1,,23,0,BIOQUIMICA
1523,1,,24,0,BIOQUIMICA
1524,1,,23,0,BIOQUIMICA
1525,1,,23,0,BIOQUIMICA
1526,1,,23,0,BIOQUIMICA
1527,1,,23,0,BIOQUIMICA
1528,1,,23,0,BIOQUIMICA
1529,1,,23,0,BIOQUIMICA
1530,1,,23,0,BIOQUIMICA
1531,1,,23,0,BIOQUIMICA
1532,1,,23,0,BIOQUIMICA
1533,1,,23,0,BIOQUIMICA
1534,1,,23,0,BIOQUIMICA
1535,1,,23,0,BIOQUIMICA
1536,1,,23,0,BIOQUIMICA
1537,1,,23,0,BIOQUIMICA
1538,1,,23,0,BIOQUIMICA
1539,1,,23,0,BIOQUIMICA
1540,1,,23,0,BIOQUIMICA
1541,1,,23,0,BIOQUIMICA
1542,1,,23,0,BIOQUIMICA
1543,1,,23,0,BIOQUIMICA
1544,1,,23,0,BIOQUIMICA
1545,1,,23,0,BIOQUIMICA
1546,1,,23,0,BIOQUIMICA
1547,1,,23,0,BIOQUIMICA
1548,1,,23,0,BIOQUIMICA
1549,1,,23,0,BIOQUIMICA
1550,1,,23,0,BIOQUIMICA
1551,1,,23,0,BIOQUIMICA
1552,1,,23,0,BIOQUIMICA
1553,1,,23,0,BIOQUIMICA
1554,1,,23,0,BIOQUIMICA
1555,1,,23,0,BIOQUIMICA
1556,1,,23,0,BIOQUIMICA
1557,1,,23,0,BIOQUIMICA
1558,1,,23,0,BIOQUIMICA
1559,1,,23,0,BIOQUIMICA
1560,1,,23,0,BIOQUIMICA
1561,1,,23,0,BIOQUIMICA
1562,1,,23,0,BIOQUIMICA
1563,1,,23,0,BIOQUIMICA
1564,1,,23,0,BIOQUIMICA
1565,1,,23,0,BIOQUIMICA
1566,1,,23,0,BIOQUIMICA
1567,1,,23,0,BIOQUIMICA
1568,1,,23,0,BIOQUIMICA
1569,1,,23,0,BIOQUIMICA
1570,1,,23,0,BIOQUIMICA
1571,1,,23,0,BIOQUIMICA
1572,1,,23,0,BIOQUIMICA
1573,15,240,5,80.86,CIVIL
1574,14,213,18,81.18,CIVIL
1575,14,212,9,80.24,CIVIL
1576,14,220,16,80,CIVIL
1577,13,230,15,82.62,CIVIL
1578,13,235,10,80.9,CIVIL
1579,13,227,18,80.55,CIVIL
1580,13,172,35,80.35,CIVIL
1581,13,225,20,79.38,CIVIL
1582,13,250,10,78.75,CIVIL
1583,13,189,25,78.47,CIVIL
1584,13,231,9,78.28,CIVIL
1585,13,198,22,78.17,CIVIL
1586,13,205,20,78.14,CIVIL
1587,13,235,5,77.92,CIVIL
1588,13,197,29,77.27,CIVIL
1589,13,240,10,76.96,CIVIL
1590,13,240,5,76.04,CIVIL
1591,13,211,24,75.77,CIVIL
1592,13,236,14,75.18,CIVIL
1593,12,250,10,91.8,CIVIL
1594,12,245,10,85.1,CIVIL
1595,12,240,10,83.82,CIVIL
1596,12,236,9,82.61,CIVIL
1597,12,225,10,80.04,CIVIL
1598,12,241,9,79.12,CIVIL
1599,12,140,29,78.7,CIVIL
1600,12,240,10,78.51,CIVIL
1601,12,226,9,78.38,CIVIL
1602,12,192,9,78.29,CIVIL
1603,12,186,23,78.21,CIVIL
1604,12,192,19,78.15,CIVIL
1605,12,118,35,77.12,CIVIL
1606,12,152,28,76.25,CIVIL
1607,11,235,10,86.84,CIVIL
1608,11,195,11,84.32,CIVIL
1609,11,184,21,83.49,CIVIL
1610,11,106,22,83.09,CIVIL
1611,11,245,10,82.6,CIVIL
1612,11,250,10,82.57,CIVIL
1613,11,191,24,82.42,CIVIL
1614,11,222,10,82.24,CIVIL
1615,11,198,27,82.15,CIVIL
1616,11,144,16,81.87,CIVIL
1617,11,241,14,81.59,CIVIL
1618,11,163,31,81.37,CIVIL
1619,11,236,9,80.73,CIVIL
1620,11,236,4,80.61,CIVIL
1621,11,175,21,80.51,CIVIL
1622,11,241,9,79.96,CIVIL
1623,11,207,13,79.58,CIVIL
1624,11,184,31,79.46,CIVIL
1625,11,220,15,79.37,CIVIL
1626,11,171,24,78.89,CIVIL
1627,11,128,20,78.74,CIVIL
1628,11,196,34,78.34,CIVIL
1629,11,246,14,78.18,CIVIL
1630,11,161,28,74.58,CIVIL
1631,10,240,10,95.72,CIVIL
1632,10,230,5,91,CIVIL
1633,10,240,5,89.04,CIVIL
1634,10,250,10,87.73,CIVIL
1635,10,113,18,87.48,CIVIL
1636,10,250,10,87.29,CIVIL
1637,10,245,5,86.66,CIVIL
1638,10,226,19,86.55,CIVIL
1639,10,240,10,86.24,CIVIL
1640,10,250,10,85.8,CIVIL
1641,10,250,10,84.8,CIVIL
1642,10,235,10,84.39,CIVIL
1643,10,245,15,84.2,CIVIL
1644,10,240,10,83.86,CIVIL
1645,10,250,10,83.75,CIVIL
1646,10,212,33,83.68,CIVIL
1647,10,245,10,83.66,CIVIL
1648,10,250,10,83.43,CIVIL
1649,10,235,10,83.08,CIVIL
1650,10,235,10,82.57,CIVIL
1651,10,231,9,82.56,CIVIL
1652,10,250,10,82.33,CIVIL
1653,10,250,10,82.24,CIVIL
1654,10,250,10,82.04,CIVIL
1655,10,221,24,82,CIVIL
1656,10,231,9,81.75,CIVIL
1657,10,226,9,81.28,CIVIL
1658,10,198,34,81.07,CIVIL
1659,10,221,14,81,CIVIL
1660,10,195,30,80.51,CIVIL
1661,10,211,24,80.23,CIVIL
1662,10,245,10,80.1,CIVIL
1663,10,182,41,79.92,CIVIL
1664,10,181,35,79.76,CIVIL
1665,10,200,40,79.74,CIVIL
1666,10,156,19,79.55,CIVIL
1667,10,171,29,79.08,CIVIL
1668,10,231,14,79.06,CIVIL
1669,10,192,38,78.95,CIVIL
1670,10,151,21,78.91,CIVIL
1671,10,138,18,78.69,CIVIL
1672,10,216,14,78.67,CIVIL
1673,10,215,25,78.64,CIVIL
1674,10,144,32,78.5,CIVIL
1675,10,183,33,78.18,CIVIL
1676,10,190,40,77.72,CIVIL
1677,10,,25,0,CIVIL
1678,9,240,10,93.28,CIVIL
1679,9,240,10,91.02,CIVIL
1680,9,240,10,91.02,CIVIL
1681,9,208,37,89.56,CIVIL
1682,9,250,10,89.43,CIVIL
1683,9,240,10,89.24,CIVIL
1684,9,240,10,88.58,CIVIL
1685,9,214,31,88.02,CIVIL
1686,9,240,10,87.56,CIVIL
1687,9,230,10,86.06,CIVIL
1688,9,235,15,86.06,CIVIL
1689,9,230,10,85.75,CIVIL
1690,9,224,26,85.49,CIVIL
1691,9,220,25,85.3,CIVIL
1692,9,57,28,85.17,CIVIL
1693,9,236,14,85.06,CIVIL
1694,9,236,14,85,CIVIL
1695,9,206,39,84.98,CIVIL
1696,9,235,10,84.98,CIVIL
1697,9,234,16,84.73,CIVIL
1698,9,240,10,84.56,CIVIL
1699,9,216,34,83.29,CIVIL
1700,9,210,35,82.93,CIVIL
1701,9,201,39,82.74,CIVIL
1702,9,240,10,82.54,CIVIL
1703,9,207,18,82.47,CIVIL
1704,9,222,23,82.37,CIVIL
1705,9,102,22,82.36,CIVIL
1706,9,221,14,82.28,CIVIL
1707,9,215,20,82.22,CIVIL
1708,9,207,33,82.19,CIVIL
1709,9,221,29,82.07,CIVIL
1710,9,197,28,81.98,CIVIL
1711,9,235,5,81.88,CIVIL
1712,9,226,19,81.53,CIVIL
1713,9,167,11,81.43,CIVIL
1714,9,164,18,81.4,CIVIL
1715,9,231,19,81.19,CIVIL
1716,9,211,24,81.07,CIVIL
1717,9,235,15,81.06,CIVIL
1718,9,232,8,81.04,CIVIL
1719,9,177,30,81.03,CIVIL
1720,9,230,15,80.96,CIVIL
1721,9,220,25,80.7,CIVIL
1722,9,173,22,80.53,CIVIL
1723,9,175,31,80.28,CIVIL
1724,9,214,31,80.2,CIVIL
1725,9,151,34,80.16,CIVIL
1726,9,217,28,80.09,CIVIL
1727,9,221,24,80,CIVIL
1728,9,151,9,80,CIVIL
1729,9,150,18,79.97,CIVIL
1730,9,215,25,79.91,CIVIL
1731,9,166,9,79.89,CIVIL
1732,9,220,25,79.61,CIVIL
1733,9,171,24,79.56,CIVIL
1734,9,181,20,79.53,CIVIL
1735,9,145,10,79.32,CIVIL
1736,9,201,29,79.31,CIVIL
1737,9,206,34,79.28,CIVIL
1738,9,160,34,79.21,CIVIL
1739,9,174,26,79.03,CIVIL
1740,9,206,24,79,CIVIL
1741,9,207,33,79,CIVIL
1742,9,217,18,78.98,CIVIL
1743,9,200,30,78.83,CIVIL
1744,9,183,21,78.49,CIVIL
1745,9,156,18,78.48,CIVIL
1746,9,200,40,78.4,CIVIL
1747,9,190,26,77.83,CIVIL
1748,9,196,40,77.76,CIVIL
1749,9,86,20,77.56,CIVIL
1750,9,162,27,76.6,CIVIL
1751,9,144,34,76.6,CIVIL
1752,9,133,35,76.36,CIVIL
1753,8,217,23,94.98,CIVIL
1754,8,212,38,93.64,CIVIL
1755,8,217,33,93.27,CIVIL
1756,8,217,18,92.24,CIVIL
1757,8,213,32,92.14,CIVIL
1758,8,210,35,91.82,CIVIL
1759,8,217,29,91.62,CIVIL
1760,8,217,33,91.56,CIVIL
1761,8,216,29,90.84,CIVIL
1762,8,201,24,90.43,CIVIL
1763,8,192,33,89.78,CIVIL
1764,8,212,33,89.48,CIVIL
1765,8,202,33,89.14,CIVIL
1766,8,192,33,89.03,CIVIL
1767,8,212,23,88.14,CIVIL
1768,8,207,38,87.95,CIVIL
1769,8,216,29,87.8,CIVIL
1770,8,212,33,87.8,CIVIL
1771,8,207,38,87.7,CIVIL
1772,8,208,37,87.56,CIVIL
1773,8,195,24,87.51,CIVIL
1774,8,212,33,87.41,CIVIL
1775,8,216,29,87.27,CIVIL
1776,8,230,15,86.5,CIVIL
1777,8,203,37,86.29,CIVIL
1778,8,187,29,86.03,CIVIL
1779,8,207,38,85.77,CIVIL
1780,8,207,38,85.51,CIVIL
1781,8,182,33,85.21,CIVIL
1782,8,168,31,84.67,CIVIL
1783,8,202,28,84.62,CIVIL
1784,8,197,34,84.49,CIVIL
1785,8,196,20,84.27,CIVIL
1786,8,202,28,84.24,CIVIL
1787,8,216,29,83.93,CIVIL
1788,8,181,20,83.82,CIVIL
1789,8,206,29,83.51,CIVIL
1790,8,180,29,83.5,CIVIL
1791,8,173,31,83.41,CIVIL
1792,8,171,30,83.06,CIVIL
1793,8,188,24,83.05,CIVIL
1794,8,195,29,83,CIVIL
1795,8,176,32,82.62,CIVIL
1796,8,197,28,82.59,CIVIL
1797,8,175,36,82.54,CIVIL
1798,8,206,29,82.51,CIVIL
1799,8,172,34,82.25,CIVIL
1800,8,139,34,82,CIVIL
1801,8,195,30,81.98,CIVIL
1802,8,196,20,81.71,CIVIL
1803,8,170,31,81.36,CIVIL
1804,8,195,25,81.32,CIVIL
1805,8,173,31,81.31,CIVIL
1806,8,133,21,81.18,CIVIL
1807,8,157,35,80.76,CIVIL
1808,8,165,34,80.43,CIVIL
1809,8,163,23,80.32,CIVIL
1810,8,164,26,80.14,CIVIL
1811,8,130,25,80.11,CIVIL
1812,8,118,31,79.44,CIVIL
1813,8,174,20,78.19,CIVIL
1814,8,77,10,78,CIVIL
1815,8,127,28,77.59,CIVIL
1816,7,15,31,92.67,CIVIL
1817,7,167,31,90.51,CIVIL
1818,7,189,28,89.13,CIVIL
1819,7,193,33,89.03,CIVIL
1820,7,183,32,88.5,CIVIL
1821,7,184,32,88.11,CIVIL
1822,7,103,29,87.95,CIVIL
1823,7,189,32,87.9,CIVIL
1824,7,193,33,87.75,CIVIL
1825,7,171,32,87.72,CIVIL
1826,7,184,24,86.92,CIVIL
1827,7,161,28,86.29,CIVIL
1828,7,161,36,85.56,CIVIL
1829,7,168,34,84.8,CIVIL
1830,7,155,31,84.61,CIVIL
1831,7,158,31,84.3,CIVIL
1832,7,157,35,84.18,CIVIL
1833,7,157,24,83.76,CIVIL
1834,7,173,29,83.64,CIVIL
1835,7,140,30,83.6,CIVIL
1836,7,157,34,83.48,CIVIL
1837,7,149,33,83.34,CIVIL
1838,7,141,31,83,CIVIL
1839,7,156,35,82.82,CIVIL
1840,7,124,32,82.69,CIVIL
1841,7,149,27,82.65,CIVIL
1842,7,154,28,82.28,CIVIL
1843,7,128,8,82.22,CIVIL
1844,7,167,27,82.2,CIVIL
1845,7,189,33,81.95,CIVIL
1846,7,173,30,81.89,CIVIL
1847,7,161,29,81.88,CIVIL
1848,7,99,22,81.76,CIVIL
1849,7,151,33,81.61,CIVIL
1850,7,121,26,81.52,CIVIL
1851,7,167,28,81.4,CIVIL
1852,7,173,30,81.33,CIVIL
1853,7,122,24,81.04,CIVIL
1854,7,168,31,80.71,CIVIL
1855,7,120,29,80.68,CIVIL
1856,7,172,35,80.61,CIVIL
1857,7,128,19,80.56,CIVIL
1858,7,162,36,80.53,CIVIL
1859,7,144,19,80.3,CIVIL
1860,7,147,30,80.13,CIVIL
1861,7,119,19,79.96,CIVIL
1862,7,156,29,79.88,CIVIL
1863,7,159,28,79.85,CIVIL
1864,7,149,33,79.84,CIVIL
1865,7,108,19,79.83,CIVIL
1866,7,128,22,79.81,CIVIL
1867,7,79,24,79.76,CIVIL
1868,7,133,24,79.71,CIVIL
1869,7,96,29,79.5,CIVIL
1870,7,126,31,79.3,CIVIL
1871,7,107,22,79.13,CIVIL
1872,7,127,19,78.78,CIVIL
1873,7,159,31,78.55,CIVIL
1874,7,122,21,78.19,CIVIL
1875,7,114,35,78.17,CIVIL
1876,7,148,24,77.87,CIVIL
1877,7,117,29,77.56,CIVIL
1878,7,132,20,76.86,CIVIL
1879,7,68,22,76.57,CIVIL
1880,7,86,19,75.42,CIVIL
1881,6,147,30,94.45,CIVIL
1882,6,147,26,93.65,CIVIL
1883,6,147,30,92.77,CIVIL
1884,6,147,26,92.71,CIVIL
1885,6,147,26,92.39,CIVIL
1886,6,147,35,92.32,CIVIL
1887,6,137,36,91.38,CIVIL
1888,6,146,37,90.97,CIVIL
1889,6,152,35,90.88,CIVIL
1890,6,151,32,89.78,CIVIL
1891,6,147,36,89.32,CIVIL
1892,6,126,30,88.33,CIVIL
1893,6,137,36,88.28,CIVIL
1894,6,143,30,88.2,CIVIL
1895,6,142,35,88.13,CIVIL
1896,6,127,34,87.37,CIVIL
1897,6,143,30,87,CIVIL
1898,6,147,26,86.48,CIVIL
1899,6,143,30,86.13,CIVIL
1900,6,138,37,86.1,CIVIL
1901,6,143,34,86,CIVIL
1902,6,143,30,85.77,CIVIL
1903,6,143,36,85.67,CIVIL
1904,6,144,35,85.63,CIVIL
1905,6,147,26,85.52,CIVIL
1906,6,142,31,85.5,CIVIL
1907,6,133,29,85.5,CIVIL
1908,6,147,26,85.45,CIVIL
1909,6,136,27,85.45,CIVIL
1910,6,137,28,85.34,CIVIL
1911,6,135,30,85.1,CIVIL
1912,6,138,37,85,CIVIL
1913,6,143,32,84.93,CIVIL
1914,6,133,30,84.54,CIVIL
1915,6,104,28,84.45,CIVIL
1916,6,151,32,84.31,CIVIL
1917,6,73,24,83.87,CIVIL
1918,6,135,28,83.39,CIVIL
1919,6,147,32,83.29,CIVIL
1920,6,129,32,83.14,CIVIL
1921,6,131,25,83.11,CIVIL
1922,6,101,24,83.05,CIVIL
1923,6,174,22,82.75,CIVIL
1924,6,107,22,82.73,CIVIL
1925,6,143,30,82.37,CIVIL
1926,6,132,35,82.36,CIVIL
1927,6,110,21,81.83,CIVIL
1928,6,76,19,81.69,CIVIL
1929,6,117,35,81.44,CIVIL
1930,6,138,35,81.21,CIVIL
1931,6,112,29,81.21,CIVIL
1932,6,138,35,81.14,CIVIL
1933,6,116,35,80.96,CIVIL
1934,6,71,17,80.87,CIVIL
1935,6,143,33,80.63,CIVIL
1936,6,114,29,80.46,CIVIL
1937,6,122,22,80.35,CIVIL
1938,6,57,34,80.17,CIVIL
1939,6,128,28,79.96,CIVIL
1940,6,102,29,79.91,CIVIL
1941,6,128,24,79.78,CIVIL
1942,6,57,21,79.69,CIVIL
1943,6,82,25,79.53,CIVIL
1944,6,85,22,79.17,CIVIL
1945,6,95,21,78.35,CIVIL
1946,5,113,30,94.71,CIVIL
1947,5,113,30,93.04,CIVIL
1948,5,98,30,91,CIVIL
1949,5,88,29,90.79,CIVIL
1950,5,118,30,90,CIVIL
1951,5,99,33,88.81,CIVIL
1952,5,112,30,88.67,CIVIL
1953,5,118,29,88.64,CIVIL
1954,5,109,28,88.35,CIVIL
1955,5,108,30,87.91,CIVIL
1956,5,112,29,87.83,CIVIL
1957,5,113,30,87.75,CIVIL
1958,5,108,25,87.74,CIVIL
1959,5,113,29,87.46,CIVIL
1960,5,113,30,87.08,CIVIL
1961,5,115,34,86.75,CIVIL
1962,5,108,25,86.74,CIVIL
1963,5,113,30,86.67,CIVIL
1964,5,113,30,86.38,CIVIL
1965,5,118,28,86.28,CIVIL
1966,5,98,35,85.52,CIVIL
1967,5,68,31,85.36,CIVIL
1968,5,107,36,85.26,CIVIL
1969,5,98,36,85.24,CIVIL
1970,5,104,28,85.18,CIVIL
1971,5,108,30,85,CIVIL
1972,5,113,30,84.96,CIVIL
1973,5,98,35,84.67,CIVIL
1974,5,91,31,84.47,CIVIL
1975,5,73,22,84.4,CIVIL
1976,5,108,30,84.39,CIVIL
1977,5,97,29,84.33,CIVIL
1978,5,93,29,84.3,CIVIL
1979,5,113,29,84.29,CIVIL
1980,5,108,30,84.17,CIVIL
1981,5,64,26,83.86,CIVIL
1982,5,64,20,83.57,CIVIL
1983,5,77,34,83.44,CIVIL
1984,5,103,35,82.86,CIVIL
1985,5,45,9,82.67,CIVIL
1986,5,51,24,82.55,CIVIL
1987,5,102,34,82,CIVIL
1988,5,104,30,81.95,CIVIL
1989,5,84,35,81.89,CIVIL
1990,5,104,29,81.86,CIVIL
1991,5,104,33,81.41,CIVIL
1992,5,89,36,81.37,CIVIL
1993,5,104,35,81.09,CIVIL
1994,5,86,23,80.89,CIVIL
1995,5,74,20,80.69,CIVIL
1996,5,79,33,80.47,CIVIL
1997,5,99,30,80.43,CIVIL
1998,5,90,28,80.35,CIVIL
1999,5,52,23,80.09,CIVIL
2000,5,99,27,79.76,CIVIL
2001,5,87,31,79.58,CIVIL
2002,5,89,22,79.42,CIVIL
2003,5,87,22,79.21,CIVIL
2004,5,76,21,78.44,CIVIL
2005,5,44,22,77.33,CIVIL
2006,5,86,19,77.33,CIVIL
2007,5,90,36,76.95,CIVIL
2008,5,70,20,76.87,CIVIL
2009,4,86,27,94,CIVIL
2010,4,86,27,92.61,CIVIL
2011,4,88,34,92.47,CIVIL
2012,4,42,33,90.56,CIVIL
2013,4,86,31,90.22,CIVIL
2014,4,86,31,89.89,CIVIL
2015,4,86,27,89.39,CIVIL
2016,4,86,27,88.94,CIVIL
2017,4,42,29,88.78,CIVIL
2018,4,81,33,88.18,CIVIL
2019,4,86,27,88.17,CIVIL
2020,4,81,27,88.12,CIVIL
2021,4,90,27,88,CIVIL
2022,4,66,35,87.57,CIVIL
2023,4,38,25,86.63,CIVIL
2024,4,90,27,86.42,CIVIL
2025,4,81,32,86.41,CIVIL
2026,4,22,20,86.2,CIVIL
2027,4,76,31,86.12,CIVIL
2028,4,86,32,86,CIVIL
2029,4,86,27,85.94,CIVIL
2030,4,86,29,85.89,CIVIL
2031,4,71,32,85.53,CIVIL
2032,4,85,28,85.5,CIVIL
2033,4,80,33,85.47,CIVIL
2034,4,78,34,85.47,CIVIL
2035,4,80,29,85.41,CIVIL
2036,4,78,30,85.35,CIVIL
2037,4,43,35,84.89,CIVIL
2038,4,85,33,84.67,CIVIL
2039,4,55,27,84.5,CIVIL
2040,4,77,27,84.5,CIVIL
2041,4,86,27,84.44,CIVIL
2042,4,86,27,84.33,CIVIL
2043,4,56,33,84.17,CIVIL
2044,4,85,33,84.11,CIVIL
2045,4,75,32,83.81,CIVIL
2046,4,73,31,83.75,CIVIL
2047,4,57,33,83.75,CIVIL
2048,4,81,27,83.71,CIVIL
2049,4,77,33,83.63,CIVIL
2050,4,18,28,83.5,CIVIL
2051,4,85,33,83.39,CIVIL
2052,4,79,26,83.35,CIVIL
2053,4,49,31,83.3,CIVIL
2054,4,81,27,83.12,CIVIL
2055,4,81,32,82.76,CIVIL
2056,4,39,23,82.63,CIVIL
2057,4,76,30,82.63,CIVIL
2058,4,75,35,82.63,CIVIL
2059,4,21,19,82.6,CIVIL
2060,4,81,27,82.53,CIVIL
2061,4,86,27,82.5,CIVIL
2062,4,85,32,82.39,CIVIL
2063,4,40,27,82.38,CIVIL
2064,4,69,33,82.2,CIVIL
2065,4,40,22,81.89,CIVIL
2066,4,48,22,81.5,CIVIL
2067,4,76,32,81.44,CIVIL
2068,4,80,33,81.35,CIVIL
2069,4,59,32,81.08,CIVIL
2070,4,81,27,81,CIVIL
2071,4,85,33,80.83,CIVIL
2072,4,67,26,80.29,CIVIL
2073,4,44,29,79.78,CIVIL
2074,4,63,32,79.77,CIVIL
2075,4,56,28,79.58,CIVIL
2076,4,69,27,79.57,CIVIL
2077,4,61,30,79.54,CIVIL
2078,4,39,19,79.5,CIVIL
2079,4,76,27,78.94,CIVIL
2080,4,44,29,78.6,CIVIL
2081,4,34,19,77,CIVIL
2082,4,12,28,76,CIVIL
2083,4,48,24,74.6,CIVIL
2084,3,57,29,92.83,CIVIL
2085,3,57,29,92.08,CIVIL
2086,3,57,29,90.92,CIVIL
2087,3,57,29,90.75,CIVIL
2088,3,49,31,90.45,CIVIL
2089,3,57,29,90.17,CIVIL
2090,3,57,29,89.5,CIVIL
2091,3,57,29,89.33,CIVIL
2092,3,57,29,89.25,CIVIL
2093,3,52,29,89,CIVIL
2094,3,57,29,88.92,CIVIL
2095,3,44,29,88.56,CIVIL
2096,3,38,22,88.25,CIVIL
2097,3,57,28,88.25,CIVIL
2098,3,57,29,88,CIVIL
2099,3,57,29,88,CIVIL
2100,3,62,26,87.77,CIVIL
2101,3,49,31,87.55,CIVIL
2102,3,57,29,87.42,CIVIL
2103,3,25,27,87.2,CIVIL
2104,3,57,29,86.58,CIVIL
2105,3,43,33,86.56,CIVIL
2106,3,57,29,86.5,CIVIL
2107,3,57,28,86.25,CIVIL
2108,3,62,33,86.15,CIVIL
2109,3,62,26,86.08,CIVIL
2110,3,57,29,85.92,CIVIL
2111,3,48,25,85.9,CIVIL
2112,3,57,29,85.75,CIVIL
2113,3,48,33,85.6,CIVIL
2114,3,57,29,85.42,CIVIL
