Carrera,NoSemestre,CrAprobados,Carga,Promedio,Semestre
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,,27,0,Ago-Dic 2017
ADMINISTRACION,1,17,28,77.75,Ago-Dic 2017
ADMINISTRACION,1,27,24,81.14,Ago-Dic 2017
ADMINISTRACION,1,31,24,85.75,Ago-Dic 2017
ADMINISTRACION,2,,27,0,Ago-Dic 2017
ADMINISTRACION,2,0,23,0,Ago-Dic 2017
ADMINISTRACION,2,14,28,75,Ago-Dic 2017
ADMINISTRACION,2,13,22,75,Ago-Dic 2017
ADMINISTRACION,2,27,28,75.17,Ago-Dic 2017
ADMINISTRACION,2,27,28,75.33,Ago-Dic 2017
ADMINISTRACION,2,22,23,75.8,Ago-Dic 2017
ADMINISTRACION,2,18,28,76,Ago-Dic 2017
ADMINISTRACION,2,27,28,78.5,Ago-Dic 2017
ADMINISTRACION,2,27,28,80,Ago-Dic 2017
ADMINISTRACION,2,27,28,81.17,Ago-Dic 2017
ADMINISTRACION,2,27,28,82.5,Ago-Dic 2017
ADMINISTRACION,2,23,28,82.8,Ago-Dic 2017
ADMINISTRACION,2,27,28,83,Ago-Dic 2017
ADMINISTRACION,2,27,28,83.5,Ago-Dic 2017
ADMINISTRACION,2,27,28,83.5,Ago-Dic 2017
ADMINISTRACION,2,27,28,83.67,Ago-Dic 2017
ADMINISTRACION,2,22,27,84,Ago-Dic 2017
ADMINISTRACION,2,32,24,84.14,Ago-Dic 2017
ADMINISTRACION,2,27,28,84.67,Ago-Dic 2017
ADMINISTRACION,2,27,28,84.67,Ago-Dic 2017
ADMINISTRACION,2,18,28,84.75,Ago-Dic 2017
ADMINISTRACION,2,27,28,84.83,Ago-Dic 2017
ADMINISTRACION,2,27,28,84.83,Ago-Dic 2017
ADMINISTRACION,2,27,28,85.33,Ago-Dic 2017
ADMINISTRACION,2,27,28,85.5,Ago-Dic 2017
ADMINISTRACION,2,27,28,85.5,Ago-Dic 2017
ADMINISTRACION,2,27,28,85.67,Ago-Dic 2017
ADMINISTRACION,2,27,28,85.67,Ago-Dic 2017
ADMINISTRACION,2,27,28,86.17,Ago-Dic 2017
ADMINISTRACION,2,22,28,86.2,Ago-Dic 2017
ADMINISTRACION,2,27,28,86.33,Ago-Dic 2017
ADMINISTRACION,2,27,28,86.33,Ago-Dic 2017
ADMINISTRACION,2,23,28,86.4,Ago-Dic 2017
ADMINISTRACION,2,27,28,86.67,Ago-Dic 2017
ADMINISTRACION,2,27,28,86.83,Ago-Dic 2017
ADMINISTRACION,2,8,24,87,Ago-Dic 2017
ADMINISTRACION,2,23,28,87,Ago-Dic 2017
ADMINISTRACION,2,27,28,87.17,Ago-Dic 2017
ADMINISTRACION,2,18,23,87.25,Ago-Dic 2017
ADMINISTRACION,2,27,28,87.33,Ago-Dic 2017
ADMINISTRACION,2,27,28,87.67,Ago-Dic 2017
ADMINISTRACION,2,27,28,87.83,Ago-Dic 2017
ADMINISTRACION,2,27,28,88,Ago-Dic 2017
ADMINISTRACION,2,27,28,88,Ago-Dic 2017
ADMINISTRACION,2,22,28,88,Ago-Dic 2017
ADMINISTRACION,2,27,28,88.17,Ago-Dic 2017
ADMINISTRACION,2,27,28,88.33,Ago-Dic 2017
ADMINISTRACION,2,27,28,88.33,Ago-Dic 2017
ADMINISTRACION,2,27,28,88.5,Ago-Dic 2017
ADMINISTRACION,2,27,28,89,Ago-Dic 2017
ADMINISTRACION,2,27,28,89.17,Ago-Dic 2017
ADMINISTRACION,2,18,18,89.5,Ago-Dic 2017
ADMINISTRACION,2,27,28,89.83,Ago-Dic 2017
ADMINISTRACION,2,23,28,90.2,Ago-Dic 2017
ADMINISTRACION,2,23,28,90.6,Ago-Dic 2017
ADMINISTRACION,2,18,23,91,Ago-Dic 2017
ADMINISTRACION,2,27,28,91.17,Ago-Dic 2017
ADMINISTRACION,2,27,28,91.17,Ago-Dic 2017
ADMINISTRACION,2,22,28,91.6,Ago-Dic 2017
ADMINISTRACION,2,27,28,92.33,Ago-Dic 2017
ADMINISTRACION,2,27,28,94.67,Ago-Dic 2017
ADMINISTRACION,3,,29,0,Ago-Dic 2017
ADMINISTRACION,3,,27,0,Ago-Dic 2017
ADMINISTRACION,3,41,29,77.11,Ago-Dic 2017
ADMINISTRACION,3,41,29,82.22,Ago-Dic 2017
ADMINISTRACION,3,47,24,82.8,Ago-Dic 2017
ADMINISTRACION,3,36,29,83.13,Ago-Dic 2017
ADMINISTRACION,3,22,34,83.2,Ago-Dic 2017
ADMINISTRACION,3,51,24,84.09,Ago-Dic 2017
ADMINISTRACION,3,46,29,84.1,Ago-Dic 2017
ADMINISTRACION,3,38,25,84.25,Ago-Dic 2017
ADMINISTRACION,3,46,24,85,Ago-Dic 2017
ADMINISTRACION,3,13,23,85.33,Ago-Dic 2017
ADMINISTRACION,3,27,29,85.5,Ago-Dic 2017
ADMINISTRACION,3,12,24,86,Ago-Dic 2017
ADMINISTRACION,3,46,29,87.9,Ago-Dic 2017
ADMINISTRACION,3,60,30,88.23,Ago-Dic 2017
ADMINISTRACION,3,60,35,88.23,Ago-Dic 2017
ADMINISTRACION,3,61,34,88.92,Ago-Dic 2017
ADMINISTRACION,3,51,34,89.18,Ago-Dic 2017
ADMINISTRACION,3,51,34,89.36,Ago-Dic 2017
ADMINISTRACION,3,56,29,89.92,Ago-Dic 2017
ADMINISTRACION,3,60,35,90.23,Ago-Dic 2017
ADMINISTRACION,3,51,34,90.27,Ago-Dic 2017
ADMINISTRACION,3,56,34,90.42,Ago-Dic 2017
ADMINISTRACION,3,51,34,90.45,Ago-Dic 2017
ADMINISTRACION,3,56,29,90.5,Ago-Dic 2017
ADMINISTRACION,3,51,29,90.55,Ago-Dic 2017
ADMINISTRACION,3,56,29,90.58,Ago-Dic 2017
ADMINISTRACION,3,51,34,90.73,Ago-Dic 2017
ADMINISTRACION,3,56,29,90.92,Ago-Dic 2017
ADMINISTRACION,3,51,24,91,Ago-Dic 2017
ADMINISTRACION,3,56,29,91.17,Ago-Dic 2017
ADMINISTRACION,3,56,29,91.25,Ago-Dic 2017
ADMINISTRACION,3,46,34,91.3,Ago-Dic 2017
ADMINISTRACION,3,56,29,91.5,Ago-Dic 2017
ADMINISTRACION,3,51,34,91.73,Ago-Dic 2017
ADMINISTRACION,3,56,29,91.75,Ago-Dic 2017
ADMINISTRACION,3,46,24,92.4,Ago-Dic 2017
ADMINISTRACION,3,56,29,92.42,Ago-Dic 2017
ADMINISTRACION,3,56,29,92.67,Ago-Dic 2017
ADMINISTRACION,3,56,29,92.67,Ago-Dic 2017
ADMINISTRACION,3,61,34,92.92,Ago-Dic 2017
ADMINISTRACION,3,56,34,93.17,Ago-Dic 2017
ADMINISTRACION,3,56,29,93.58,Ago-Dic 2017
ADMINISTRACION,3,56,29,93.75,Ago-Dic 2017
ADMINISTRACION,3,56,29,93.75,Ago-Dic 2017
ADMINISTRACION,3,56,24,94.17,Ago-Dic 2017
ADMINISTRACION,3,56,29,95.08,Ago-Dic 2017
ADMINISTRACION,3,56,29,95.17,Ago-Dic 2017
ADMINISTRACION,3,56,29,95.33,Ago-Dic 2017
ADMINISTRACION,3,51,29,95.45,Ago-Dic 2017
ADMINISTRACION,3,56,29,96.83,Ago-Dic 2017
ADMINISTRACION,3,56,34,96.92,Ago-Dic 2017
ADMINISTRACION,4,71,35,81.53,Ago-Dic 2017
ADMINISTRACION,4,56,24,82,Ago-Dic 2017
ADMINISTRACION,4,41,29,82.89,Ago-Dic 2017
ADMINISTRACION,4,51,28,82.91,Ago-Dic 2017
ADMINISTRACION,4,4,24,83,Ago-Dic 2017
ADMINISTRACION,4,5,29,83,Ago-Dic 2017
ADMINISTRACION,4,65,25,85.07,Ago-Dic 2017
ADMINISTRACION,4,75,30,85.13,Ago-Dic 2017
ADMINISTRACION,4,70,30,85.33,Ago-Dic 2017
ADMINISTRACION,4,80,30,85.35,Ago-Dic 2017
ADMINISTRACION,4,70,30,85.47,Ago-Dic 2017
ADMINISTRACION,4,80,34,85.53,Ago-Dic 2017
ADMINISTRACION,4,46,19,86,Ago-Dic 2017
ADMINISTRACION,4,80,25,86.53,Ago-Dic 2017
ADMINISTRACION,4,80,30,86.65,Ago-Dic 2017
ADMINISTRACION,4,85,34,86.83,Ago-Dic 2017
ADMINISTRACION,4,80,30,86.88,Ago-Dic 2017
ADMINISTRACION,4,85,35,86.89,Ago-Dic 2017
ADMINISTRACION,4,47,33,87.6,Ago-Dic 2017
ADMINISTRACION,4,75,30,87.63,Ago-Dic 2017
ADMINISTRACION,4,75,30,88.5,Ago-Dic 2017
ADMINISTRACION,4,85,30,88.56,Ago-Dic 2017
ADMINISTRACION,4,85,30,88.83,Ago-Dic 2017
ADMINISTRACION,4,66,19,89.21,Ago-Dic 2017
ADMINISTRACION,4,85,30,89.5,Ago-Dic 2017
ADMINISTRACION,4,80,34,89.71,Ago-Dic 2017
ADMINISTRACION,4,90,25,90.16,Ago-Dic 2017
ADMINISTRACION,4,80,30,90.53,Ago-Dic 2017
ADMINISTRACION,4,81,34,91.06,Ago-Dic 2017
ADMINISTRACION,4,90,25,91.32,Ago-Dic 2017
ADMINISTRACION,4,90,25,93,Ago-Dic 2017
ADMINISTRACION,4,85,30,93.56,Ago-Dic 2017
ADMINISTRACION,5,51,20,76.55,Ago-Dic 2017
ADMINISTRACION,5,86,19,80.17,Ago-Dic 2017
ADMINISTRACION,5,65,33,81.07,Ago-Dic 2017
ADMINISTRACION,5,60,20,81.08,Ago-Dic 2017
ADMINISTRACION,5,105,27,82.32,Ago-Dic 2017
ADMINISTRACION,5,70,32,82.8,Ago-Dic 2017
ADMINISTRACION,5,100,27,83.62,Ago-Dic 2017
ADMINISTRACION,5,46,5,84.3,Ago-Dic 2017
ADMINISTRACION,5,65,24,84.86,Ago-Dic 2017
ADMINISTRACION,5,105,28,85.41,Ago-Dic 2017
ADMINISTRACION,5,80,24,85.59,Ago-Dic 2017
ADMINISTRACION,5,110,28,85.61,Ago-Dic 2017
ADMINISTRACION,5,110,27,85.83,Ago-Dic 2017
ADMINISTRACION,5,115,27,86.04,Ago-Dic 2017
ADMINISTRACION,5,80,22,86.24,Ago-Dic 2017
ADMINISTRACION,5,105,32,86.59,Ago-Dic 2017
ADMINISTRACION,5,90,23,86.89,Ago-Dic 2017
ADMINISTRACION,5,109,27,86.96,Ago-Dic 2017
ADMINISTRACION,5,109,22,87.09,Ago-Dic 2017
ADMINISTRACION,5,115,27,87.38,Ago-Dic 2017
ADMINISTRACION,5,115,27,87.92,Ago-Dic 2017
ADMINISTRACION,5,105,32,88.18,Ago-Dic 2017
ADMINISTRACION,5,110,32,88.3,Ago-Dic 2017
ADMINISTRACION,5,110,22,88.39,Ago-Dic 2017
ADMINISTRACION,5,114,31,88.42,Ago-Dic 2017
ADMINISTRACION,5,105,27,88.45,Ago-Dic 2017
ADMINISTRACION,5,110,27,88.61,Ago-Dic 2017
ADMINISTRACION,5,114,31,89.04,Ago-Dic 2017
ADMINISTRACION,5,119,27,89.28,Ago-Dic 2017
ADMINISTRACION,5,115,27,89.29,Ago-Dic 2017
ADMINISTRACION,5,115,27,89.67,Ago-Dic 2017
ADMINISTRACION,5,115,27,89.83,Ago-Dic 2017
ADMINISTRACION,5,114,31,89.83,Ago-Dic 2017
ADMINISTRACION,5,76,33,90,Ago-Dic 2017
ADMINISTRACION,5,115,27,90.17,Ago-Dic 2017
ADMINISTRACION,5,115,27,90.25,Ago-Dic 2017
ADMINISTRACION,5,119,31,90.4,Ago-Dic 2017
ADMINISTRACION,5,110,31,90.7,Ago-Dic 2017
ADMINISTRACION,5,90,20,90.74,Ago-Dic 2017
ADMINISTRACION,5,96,27,90.8,Ago-Dic 2017
ADMINISTRACION,5,105,28,90.82,Ago-Dic 2017
ADMINISTRACION,5,105,22,91.05,Ago-Dic 2017
ADMINISTRACION,5,114,32,91.29,Ago-Dic 2017
ADMINISTRACION,5,115,27,91.29,Ago-Dic 2017
ADMINISTRACION,5,115,27,91.63,Ago-Dic 2017
ADMINISTRACION,5,110,27,92.22,Ago-Dic 2017
ADMINISTRACION,5,115,27,92.67,Ago-Dic 2017
ADMINISTRACION,5,61,23,94.69,Ago-Dic 2017
ADMINISTRACION,5,80,24,94.71,Ago-Dic 2017
ADMINISTRACION,6,45,18,74.9,Ago-Dic 2017
ADMINISTRACION,6,114,29,78.63,Ago-Dic 2017
ADMINISTRACION,6,80,28,79.24,Ago-Dic 2017
ADMINISTRACION,6,113,33,79.71,Ago-Dic 2017
ADMINISTRACION,6,108,32,81.61,Ago-Dic 2017
ADMINISTRACION,6,129,32,81.74,Ago-Dic 2017
ADMINISTRACION,6,137,30,81.97,Ago-Dic 2017
ADMINISTRACION,6,142,29,83.53,Ago-Dic 2017
ADMINISTRACION,6,142,30,83.83,Ago-Dic 2017
ADMINISTRACION,6,147,28,83.87,Ago-Dic 2017
ADMINISTRACION,6,142,29,84.17,Ago-Dic 2017
ADMINISTRACION,6,129,32,84.3,Ago-Dic 2017
ADMINISTRACION,6,90,18,84.32,Ago-Dic 2017
ADMINISTRACION,6,118,18,84.6,Ago-Dic 2017
ADMINISTRACION,6,127,24,84.7,Ago-Dic 2017
ADMINISTRACION,6,147,33,85.1,Ago-Dic 2017
ADMINISTRACION,6,146,25,85.42,Ago-Dic 2017
ADMINISTRACION,6,65,5,85.86,Ago-Dic 2017
ADMINISTRACION,6,138,33,86.38,Ago-Dic 2017
ADMINISTRACION,6,137,34,86.66,Ago-Dic 2017
ADMINISTRACION,6,133,33,86.75,Ago-Dic 2017
ADMINISTRACION,6,75,29,87.19,Ago-Dic 2017
ADMINISTRACION,6,142,33,87.47,Ago-Dic 2017
ADMINISTRACION,6,142,33,87.83,Ago-Dic 2017
ADMINISTRACION,6,142,29,88,Ago-Dic 2017
ADMINISTRACION,6,133,33,88.79,Ago-Dic 2017
ADMINISTRACION,6,142,29,89.07,Ago-Dic 2017
ADMINISTRACION,6,140,28,89.5,Ago-Dic 2017
ADMINISTRACION,6,142,29,90.17,Ago-Dic 2017
ADMINISTRACION,6,142,29,90.83,Ago-Dic 2017
ADMINISTRACION,6,142,29,91.57,Ago-Dic 2017
ADMINISTRACION,6,74,23,92.06,Ago-Dic 2017
ADMINISTRACION,7,,28,0,Ago-Dic 2017
ADMINISTRACION,7,105,33,79.23,Ago-Dic 2017
ADMINISTRACION,7,131,23,79.57,Ago-Dic 2017
ADMINISTRACION,7,88,5,80,Ago-Dic 2017
ADMINISTRACION,7,90,10,80.74,Ago-Dic 2017
ADMINISTRACION,7,95,18,80.75,Ago-Dic 2017
ADMINISTRACION,7,114,20,81.42,Ago-Dic 2017
ADMINISTRACION,7,131,33,81.71,Ago-Dic 2017
ADMINISTRACION,7,113,33,82.88,Ago-Dic 2017
ADMINISTRACION,7,164,34,83.23,Ago-Dic 2017
ADMINISTRACION,7,165,29,83.74,Ago-Dic 2017
ADMINISTRACION,7,138,36,83.79,Ago-Dic 2017
ADMINISTRACION,7,140,34,83.87,Ago-Dic 2017
ADMINISTRACION,7,170,34,84.17,Ago-Dic 2017
ADMINISTRACION,7,153,27,84.34,Ago-Dic 2017
ADMINISTRACION,7,160,32,84.71,Ago-Dic 2017
ADMINISTRACION,7,156,22,84.79,Ago-Dic 2017
ADMINISTRACION,7,171,32,84.94,Ago-Dic 2017
ADMINISTRACION,7,136,33,85.21,Ago-Dic 2017
ADMINISTRACION,7,170,33,85.36,Ago-Dic 2017
ADMINISTRACION,7,143,28,85.73,Ago-Dic 2017
ADMINISTRACION,7,171,27,86.08,Ago-Dic 2017
ADMINISTRACION,7,162,28,86.53,Ago-Dic 2017
ADMINISTRACION,7,148,27,86.68,Ago-Dic 2017
ADMINISTRACION,7,166,23,86.69,Ago-Dic 2017
ADMINISTRACION,7,171,27,86.69,Ago-Dic 2017
ADMINISTRACION,7,171,32,86.86,Ago-Dic 2017
ADMINISTRACION,7,166,23,86.97,Ago-Dic 2017
ADMINISTRACION,7,171,23,87,Ago-Dic 2017
ADMINISTRACION,7,171,28,87.08,Ago-Dic 2017
ADMINISTRACION,7,171,32,87.42,Ago-Dic 2017
ADMINISTRACION,7,171,28,87.61,Ago-Dic 2017
ADMINISTRACION,7,165,28,87.77,Ago-Dic 2017
ADMINISTRACION,7,171,28,88.42,Ago-Dic 2017
ADMINISTRACION,7,165,23,88.6,Ago-Dic 2017
ADMINISTRACION,7,171,28,88.75,Ago-Dic 2017
ADMINISTRACION,7,171,28,88.89,Ago-Dic 2017
ADMINISTRACION,7,167,32,89,Ago-Dic 2017
ADMINISTRACION,7,171,32,89.19,Ago-Dic 2017
ADMINISTRACION,7,176,22,89.32,Ago-Dic 2017
ADMINISTRACION,7,171,32,89.39,Ago-Dic 2017
ADMINISTRACION,7,161,26,89.5,Ago-Dic 2017
ADMINISTRACION,7,176,28,89.54,Ago-Dic 2017
ADMINISTRACION,7,175,32,89.54,Ago-Dic 2017
ADMINISTRACION,7,171,28,89.69,Ago-Dic 2017
ADMINISTRACION,7,136,33,89.72,Ago-Dic 2017
ADMINISTRACION,7,176,33,90,Ago-Dic 2017
ADMINISTRACION,7,171,23,90.06,Ago-Dic 2017
ADMINISTRACION,7,169,32,90.17,Ago-Dic 2017
ADMINISTRACION,7,171,28,90.64,Ago-Dic 2017
ADMINISTRACION,7,171,28,90.64,Ago-Dic 2017
ADMINISTRACION,7,161,28,90.68,Ago-Dic 2017
ADMINISTRACION,7,171,28,90.75,Ago-Dic 2017
ADMINISTRACION,7,176,32,91.51,Ago-Dic 2017
ADMINISTRACION,7,110,27,91.65,Ago-Dic 2017
ADMINISTRACION,7,123,27,92.58,Ago-Dic 2017
ADMINISTRACION,7,175,33,93.35,Ago-Dic 2017
ADMINISTRACION,7,180,32,94.84,Ago-Dic 2017
ADMINISTRACION,7,175,29,95.03,Ago-Dic 2017
ADMINISTRACION,7,180,32,95.18,Ago-Dic 2017
ADMINISTRACION,7,171,27,95.25,Ago-Dic 2017
ADMINISTRACION,7,179,34,95.26,Ago-Dic 2017
ADMINISTRACION,7,180,33,95.87,Ago-Dic 2017
ADMINISTRACION,8,160,23,80.56,Ago-Dic 2017
ADMINISTRACION,8,94,20,81.8,Ago-Dic 2017
ADMINISTRACION,8,156,23,81.85,Ago-Dic 2017
ADMINISTRACION,8,161,27,82.03,Ago-Dic 2017
ADMINISTRACION,8,104,19,83.59,Ago-Dic 2017
ADMINISTRACION,8,152,25,83.72,Ago-Dic 2017
ADMINISTRACION,8,199,29,83.79,Ago-Dic 2017
ADMINISTRACION,8,194,33,84.41,Ago-Dic 2017
ADMINISTRACION,8,186,27,84.56,Ago-Dic 2017
ADMINISTRACION,8,156,29,85.21,Ago-Dic 2017
ADMINISTRACION,8,174,33,85.43,Ago-Dic 2017
ADMINISTRACION,8,199,28,85.76,Ago-Dic 2017
ADMINISTRACION,8,204,38,86.3,Ago-Dic 2017
ADMINISTRACION,8,209,28,88.18,Ago-Dic 2017
ADMINISTRACION,8,194,33,89.1,Ago-Dic 2017
ADMINISTRACION,8,188,37,90.95,Ago-Dic 2017
ADMINISTRACION,8,214,33,94.2,Ago-Dic 2017
ADMINISTRACION,9,173,36,78.81,Ago-Dic 2017
ADMINISTRACION,9,141,19,80.67,Ago-Dic 2017
ADMINISTRACION,9,151,27,80.81,Ago-Dic 2017
ADMINISTRACION,9,141,5,81.13,Ago-Dic 2017
ADMINISTRACION,9,171,36,81.41,Ago-Dic 2017
ADMINISTRACION,9,166,34,82.14,Ago-Dic 2017
ADMINISTRACION,9,146,5,82.23,Ago-Dic 2017
ADMINISTRACION,9,188,29,82.58,Ago-Dic 2017
ADMINISTRACION,9,151,19,82.97,Ago-Dic 2017
ADMINISTRACION,9,185,32,83.23,Ago-Dic 2017
ADMINISTRACION,9,181,34,84.05,Ago-Dic 2017
ADMINISTRACION,9,151,10,84.06,Ago-Dic 2017
ADMINISTRACION,9,222,10,84.28,Ago-Dic 2017
ADMINISTRACION,9,221,26,84.7,Ago-Dic 2017
ADMINISTRACION,9,161,34,84.88,Ago-Dic 2017
ADMINISTRACION,9,209,14,85,Ago-Dic 2017
ADMINISTRACION,9,219,28,85.33,Ago-Dic 2017
ADMINISTRACION,9,181,30,85.49,Ago-Dic 2017
ADMINISTRACION,9,201,36,85.67,Ago-Dic 2017
ADMINISTRACION,9,212,16,85.84,Ago-Dic 2017
ADMINISTRACION,9,208,29,85.91,Ago-Dic 2017
ADMINISTRACION,9,214,28,85.91,Ago-Dic 2017
ADMINISTRACION,9,232,10,86.14,Ago-Dic 2017
ADMINISTRACION,9,176,29,87.19,Ago-Dic 2017
ADMINISTRACION,9,212,30,87.67,Ago-Dic 2017
ADMINISTRACION,9,127,18,87.78,Ago-Dic 2017
ADMINISTRACION,9,214,33,87.82,Ago-Dic 2017
ADMINISTRACION,9,222,20,87.94,Ago-Dic 2017
ADMINISTRACION,9,216,31,88.02,Ago-Dic 2017
ADMINISTRACION,9,218,29,88.35,Ago-Dic 2017
ADMINISTRACION,9,228,19,88.9,Ago-Dic 2017
ADMINISTRACION,9,222,20,88.94,Ago-Dic 2017
ADMINISTRACION,9,227,20,88.96,Ago-Dic 2017
ADMINISTRACION,9,232,15,89.06,Ago-Dic 2017
ADMINISTRACION,9,227,20,89.56,Ago-Dic 2017
ADMINISTRACION,9,227,10,89.94,Ago-Dic 2017
ADMINISTRACION,9,232,5,90.04,Ago-Dic 2017
ADMINISTRACION,9,207,35,90.23,Ago-Dic 2017
ADMINISTRACION,9,223,14,90.3,Ago-Dic 2017
ADMINISTRACION,9,227,10,90.35,Ago-Dic 2017
ADMINISTRACION,9,227,10,90.35,Ago-Dic 2017
ADMINISTRACION,9,252,10,90.69,Ago-Dic 2017
ADMINISTRACION,9,227,20,90.79,Ago-Dic 2017
ADMINISTRACION,9,232,15,91,Ago-Dic 2017
ADMINISTRACION,9,222,20,91.06,Ago-Dic 2017
ADMINISTRACION,9,232,15,91.33,Ago-Dic 2017
ADMINISTRACION,9,227,10,91.6,Ago-Dic 2017
ADMINISTRACION,9,232,5,92.08,Ago-Dic 2017
ADMINISTRACION,9,232,15,92.12,Ago-Dic 2017
ADMINISTRACION,9,223,29,92.51,Ago-Dic 2017
ADMINISTRACION,9,215,27,92.53,Ago-Dic 2017
ADMINISTRACION,9,232,15,93.39,Ago-Dic 2017
ADMINISTRACION,9,237,15,93.54,Ago-Dic 2017
ADMINISTRACION,9,242,10,93.59,Ago-Dic 2017
ADMINISTRACION,9,242,10,93.92,Ago-Dic 2017
ADMINISTRACION,9,222,10,95.11,Ago-Dic 2017
ADMINISTRACION,9,223,14,95.13,Ago-Dic 2017
ADMINISTRACION,9,227,10,95.46,Ago-Dic 2017
ADMINISTRACION,9,232,15,95.53,Ago-Dic 2017
ADMINISTRACION,9,232,20,95.67,Ago-Dic 2017
ADMINISTRACION,9,227,10,96.35,Ago-Dic 2017
ADMINISTRACION,9,227,10,97.35,Ago-Dic 2017
ADMINISTRACION,9,242,10,97.47,Ago-Dic 2017
ADMINISTRACION,10,193,34,80.1,Ago-Dic 2017
ADMINISTRACION,10,170,23,81.03,Ago-Dic 2017
ADMINISTRACION,10,216,21,81.7,Ago-Dic 2017
ADMINISTRACION,10,129,5,82.48,Ago-Dic 2017
ADMINISTRACION,10,185,28,83.31,Ago-Dic 2017
