marca,carrera,pr1,pr2,pr3,pr4,pr5,pr6,pr7,pr8,pr9,pr10,pr11,pr12,pr13,pr14,pr15,pr16,pr17,pr18,pr19,pr20,pr21,pr22,pr23,pr24,pr25,pr26,pr27,pr28,pr29,pr30,pr31,pr32,pr33,email,genero,semestre,promedio,generoNum,carreraNum,semestreNum,promedioNum
13/3/2019 16:48:51,Gestión Empresarial,5,5,5,5,6,5,4,4,5,6,6,6,4,5,6,4,5,6,6,6,6,6,5,6,5,4,6,6,6,6,6,6,6, ,Mujer,Décimo semestre,de 81 a 85,2,7,10,4
13/3/2019 17:14:46,Civil,4,3,3,2,3,3,5,3,4,6,6,4,3,5,4,6,6,5,4,4,2,2,2,2,1,1,4,4,5,5,5,6,6, ,Hombre,Doceavo semestre y superior,de 81 a 85,1,4,12,4
13/3/2019 18:55:18,Arquitectura,3,4,5,5,4,5,5,4,3,6,6,5,6,6,6,6,6,6,6,6,6,6,3,3,5,6,6,4,6,6,3,4,4, ,Mujer,Séptimo semestre,de 76 a 80,2,2,7,3
13/3/2019 18:58:52,Arquitectura,4,5,6,3,6,3,6,6,4,6,6,6,5,6,5,6,4,6,6,6,4,5,4,6,1,1,5,3,5,4,5,6,5, ,Mujer,Octavo semestre,de 86 a 90,2,2,8,5
13/3/2019 19:08:55,Mecatrónica,5,5,5,5,5,4,4,4,5,5,4,5,4,5,6,5,6,6,4,6,4,6,6,6,5,4,5,6,4,6,5,4,5, ,Hombre,Doceavo semestre y superior,de 81 a 85,1,11,12,4
13/3/2019 19:23:21,Arquitectura,4,3,5,4,4,4,4,1,3,4,6,6,6,6,6,6,6,6,6,4,4,3,2,1,1,1,4,5,5,3,4,5,2, ,Mujer,Séptimo semestre,de 86 a 90,2,2,7,5
13/3/2019 19:25:06,Arquitectura,4,5,5,4,4,4,5,3,4,6,5,4,4,4,3,5,4,5,6,5,4,4,1,4,1,1,4,4,5,4,3,5,5, ,Mujer,Séptimo semestre,de 96 a 100,2,2,7,7
13/3/2019 19:30:00,Arquitectura,5,4,5,4,4,4,4,3,4,6,6,6,6,6,6,6,6,6,6,5,3,4,3,3,2,3,5,5,6,5,4,5,4, ,Mujer,Séptimo semestre,de 81 a 85,2,2,7,4
13/3/2019 19:32:47,Arquitectura,4,3,3,3,3,4,5,5,5,5,4,3,5,3,4,3,5,6,5,3,5,3,3,3,3,3,5,4,5,5,4,6,4, ,Mujer,Séptimo semestre,de 86 a 90,2,2,7,5
13/3/2019 19:48:09,Electrónica,4,3,4,4,5,4,3,2,3,5,6,5,3,4,4,3,5,5,6,6,4,3,2,3,2,4,5,4,5,4,5,5,4, ,Hombre,Octavo semestre,de 81 a 85,1,6,8,4
13/3/2019 19:58:49,Arquitectura,6,6,6,3,3,6,3,6,4,6,6,6,6,6,6,6,6,6,6,3,6,4,3,3,5,4,4,3,5,6,5,2,6, ,Mujer,Segundo semestre,de 81 a 85,2,2,2,4
13/3/2019 20:04:58,Mecánica,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5, ,Hombre,Décimo semestre,de 81 a 85,1,10,10,4
13/3/2019 20:53:39,Mecatrónica,4,4,4,3,5,5,5,4,4,3,5,4,6,5,3,4,6,2,6,5,5,5,5,5,4,2,5,5,5,3,5,5,6, ,Hombre,Décimo semestre,de 81 a 85,1,11,10,4
13/3/2019 21:30:16,Industrial,4,4,4,5,3,4,4,3,3,6,5,5,5,6,6,5,5,6,5,3,5,5,3,4,2,2,4,5,5,4,5,5,5, ,Mujer,Noveno semestre,de 81 a 85,2,8,9,4
13/3/2019 21:37:32,Electrónica,5,3,5,4,5,3,4,3,2,5,5,5,6,6,6,3,5,6,5,4,3,2,1,1,1,2,4,3,5,5,4,3,4, ,Hombre,Octavo semestre,de 91 a 95,1,6,8,6
13/3/2019 21:58:13,Arquitectura,6,5,6,6,5,6,6,6,6,6,6,4,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, ,Mujer,Primer semestre,de 91 a 95,2,2,1,6
13/3/2019 22:13:01,Civil,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5, ,Hombre,Noveno semestre,de 76 a 80,1,4,9,3
13/3/2019 22:24:48,Administración,3,4,3,3,4,3,4,4,4,6,6,5,5,5,5,5,5,5,5,1,3,3,1,4,1,1,4,4,5,5,5,5,5, ,Mujer,Décimo semestre,de 76 a 80,2,1,10,3
13/3/2019 22:32:11,Electrónica,5,5,6,5,6,5,5,5,5,6,6,6,6,6,6,4,5,6,6,6,3,5,4,6,5,5,6,5,6,6,6,6,5, ,Hombre,Décimo semestre,de 81 a 85,1,6,10,4
13/3/2019 22:53:02,Arquitectura,3,2,3,3,3,3,6,1,3,1,4,2,1,1,3,3,6,6,6,4,6,4,4,4,3,3,4,4,6,6,6,6,6, ,Hombre,Séptimo semestre,de 86 a 90,1,2,7,5
13/3/2019 22:52:48,Arquitectura,4,4,3,4,6,4,5,1,2,6,5,3,1,2,6,3,1,6,5,3,2,1,2,2,2,2,2,4,6,5,6,6,6, ,Hombre,Séptimo semestre,de 86 a 90,1,2,7,5
13/3/2019 23:01:16,Arquitectura,4,4,4,4,4,3,4,4,4,4,4,1,3,2,1,1,1,5,5,4,2,2,1,2,1,1,4,3,2,4,4,4,4, ,Hombre,Séptimo semestre,de 81 a 85,1,2,7,4
13/3/2019 23:02:05,Informática,3,3,3,3,3,3,3,4,3,3,3,3,4,3,3,4,3,3,3,4,4,3,3,4,3,3,3,3,3,3,3, ,4, ,Mujer,Décimo semestre,de 81 a 85,2,9,10,4
13/3/2019 23:08:46,Arquitectura,4,5,5,4,3,4,3,3,4,4,4,3,3,2,4,4,6,4,5,5,5,2,4,5,1,1,4,4,3,4,4,6,4, ,Mujer,Séptimo semestre,de 91 a 95,2,2,7,6
13/3/2019 23:12:56,Informática,3,2,2,2,3,1,1,1,1,1,5,2,1,2,2,2,2,2,1,1,1,1,1,1,1,1,3,1,2,2,3,1,2, ,Hombre,Octavo semestre,de 81 a 85,1,9,8,4
13/3/2019 23:35:29,Arquitectura,4,4,4,3,4,4,3,3,3,4,4,5,4,5,6,5,5,5,6,5,6,5,3,5,1,2,5,5,6,6,6,6,5, ,Mujer,Octavo semestre,de 81 a 85,2,2,8,4
14/3/2019 0:14:36,Arquitectura,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,5,3,4,4,4,5,5,5,5,6,6,5, ,Hombre,Primer semestre,de 71 a 75,1,2,1,2
14/3/2019 0:21:02,Arquitectura,4,6,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,5,5,5,5,5,6,5, ,Hombre,Primer semestre,de 76 a 80,1,2,1,3
14/3/2019 0:39:35,Arquitectura,6,5,6,5,6,6,6,6,6,6,6,6,4,5,6,6,6,6,5,4,5,4,5,5,6,6,6,6,5,6,5,6,6, ,Hombre,Primer semestre,de 86 a 90,1,2,1,5
14/3/2019 1:52:10,Mecatrónica,5,6,5,6,5,6,6,5,5,6,6,5,4,5,5,5,6,5,6,6,5,4,6,4,4,5,5,5,6,5,5,6,5, ,Hombre,Noveno semestre,de 81 a 85,1,11,9,4
14/3/2019 6:48:12,Civil,5,5,5,4,6,5,6,6,6,6,6,6,6,6,6,6,6,6,5,3,3,2,2,6,5,5,5,5,6,6,6,6,6, ,Hombre,Noveno semestre,de 81 a 85,1,4,9,4
14/3/2019 7:19:57,Arquitectura,4,4,6,6,5,5,6,2,3,5,5,6,6,6,6,6,6,6,6,1,5,5,5,6,6,6,5,5,6,5,4,5,6, ,Mujer,Octavo semestre,de 81 a 85,2,2,8,4
14/3/2019 8:28:40,Administración,4,3,4,2,3,4,4,4,3,1,4,4,6,2,1,3,3,1,6,4,1,1,1,1,1,1,3,4,6,4,4,3,3, ,Mujer,Cuarto semestre,de 71 a 75,2,1,4,2
14/3/2019 8:30:13,Administración,4,6,6,5,5,5,6,6,5,6,6,6,6,6,6,6,6,6,6,4,5,1,3,3,3,3,6,6,6,6,6,6,6, ,Hombre,Cuarto semestre,de 81 a 85,1,1,4,4
14/3/2019 8:38:15,Industrial,3,4,3,4,1,2,3,1,3,5,5,1,2,3,4,4,4,1,3,2,3,1,1,4,1,2,2,3,3,1,2,6,2, ,Hombre,Quinto semestre,Menos de 70,1,8,5,1
14/3/2019 8:45:03,Administración,1,3,5,4,3,3,3,3,3,6,6,6,5,4,3,5,5,3,2,3,3,3,4,4,4,3,3,3,4,4,3,3,5, ,Mujer,Cuarto semestre,de 91 a 95,2,1,4,6
14/3/2019 8:52:55,Industrial,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,5,6,6,6,6,5,6,6,6,6,6,6,6,6, ,Mujer,Quinto semestre,de 86 a 90,2,8,5,5
14/3/2019 8:55:08,Industrial,4,4,6,4,3,4,3,5,5,4,4,2,2,2,5,2,4,2,6,3,4,4,3,4,2,2,5,5,5,5,5,5,5, ,Mujer,Onceavo semestre,de 81 a 85,2,8,11,4
14/3/2019 8:57:09,Industrial,5,4,4,5,6,6,6,5,5,6,6,6,6,6,6,6,6,6,6,5,5,5,5,6,5,5,5,5,5,6,6,6,6, ,Hombre,Quinto semestre,de 76 a 80,1,8,5,3
14/3/2019 8:59:24,Industrial,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6,6,6,6,6,6,6,6,6,6, ,Hombre,Quinto semestre,de 81 a 85,1,8,5,4
14/3/2019 9:01:41,Industrial,5,5,4,5,4,5,5,5,4,4,5,2,2,2,1,6,5,3,5,5,5,5,5,5,1,1,5,4,4,4,4,6,5, ,Mujer,Séptimo semestre,de 76 a 80,2,8,7,3
14/3/2019 9:03:59,Industrial,4,3,4,5,3,3,4,4,3,4,3,4,4,3,4,2,4,1,4,5,5,4,4,4,2,2,3,4,4,3,4,4,4, ,Hombre,Séptimo semestre,de 86 a 90,1,8,7,5
14/3/2019 9:05:57,Industrial,5,5,5,6,5,5,5,5,5,6,6,6,6,5,6,3,6,5,6,5,5,5,5,5,2,2,6,5,5,5,6,6,6, ,Mujer,Sexto semestre,de 81 a 85,2,8,6,4
14/3/2019 9:06:36,Industrial,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6, ,Hombre,Quinto semestre,de 81 a 85,1,8,5,4
14/3/2019 9:06:41,Industrial,5,5,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,4,5,4,4,4,4,4,5,4,4,4,4,6,5, ,Mujer,Quinto semestre,de 81 a 85,2,8,5,4
14/3/2019 9:12:06,Industrial, ,3,4,2,2,3,3,3,3,6,3,6,3,3,6,6,6,3,6,2,2,5,2,5,4,3,3,3,5,5,5,6,6, ,Hombre,Quinto semestre,de 76 a 80,1,8,5,3
14/3/2019 9:14:33,Industrial,4,4,5,4,3,5,2,3,4,6,6,2,5,3,3,3,3,3,6,2,2,1,3,4,1,2,4,5,5,4,5,6,6, ,Mujer,Quinto semestre,de 86 a 90,2,8,5,5
14/3/2019 9:16:18,Industrial,4,3,5,4,3,3,4,4,5,4,5,2,4,3,3,3,3,3,4,3,3,3,3,4,2,2,4,3,5,4,4,4,4, ,Hombre,Quinto semestre,de 81 a 85,1,8,5,4
14/3/2019 9:21:35,Industrial,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, ,Hombre,Quinto semestre,de 81 a 85,1,8,5,4
14/3/2019 9:40:52,Industrial,4,4,4,4,3,4,4,4,4,6,6,5,5,5,5,5,5,5,4,5,5,4,2,5,3,3,5,5,5,5,5,5,5, ,Hombre,Quinto semestre,de 81 a 85,1,8,5,4
14/3/2019 9:48:49,Industrial,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6, ,Hombre,Séptimo semestre,de 76 a 80,1,8,7,3
14/3/2019 9:49:05,Industrial,6,5,5,4,5,5,6,4,5,6,6,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5,6,6,4,4,5,6, ,Hombre,Quinto semestre,de 86 a 90,1,8,5,5
14/3/2019 9:51:42,Industrial,6,5,4,6,6,6,6,6,5,6,6,6,6,5,5,6,5,5,5,3,5,4,4,4,4,4,4,4,5,5,5,5,4, ,Hombre,Quinto semestre,de 76 a 80,1,8,5,3
14/3/2019 9:57:41,Industrial,4,4,4,3,4,4,4,4,4,6,6,5,5,5,5,5,5,6,5,6,6,3,4,5,5,5,5,5,5,5,5,5,4, ,Mujer,Quinto semestre,de 81 a 85,2,8,5,4
14/3/2019 10:38:01,Arquitectura,4,5,4,5,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,5,4,4,6,4,4,6,6,6,6,6,6,6, ,Hombre,Primer semestre,de 76 a 80,1,2,1,3
14/3/2019 10:57:39,Arquitectura,5,6,6,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,6,6,6,6,6,6,6,6,5, ,Hombre,Primer semestre,de 86 a 90,1,2,1,5
14/3/2019 11:30:16,Administración,1,3,5,5,3,2,4,4,4,2,4,4,4,2,3,1,1,2,4,2,1,1,1,3,1,1,3,4,4,4,4,4,5, ,Mujer,Cuarto semestre,de 91 a 95,2,1,4,6
14/3/2019 11:31:22,Administración,5,3,6,3,4,4,4,4,5,4,5,3,4,5,4,1,4,4,5,2,2,1,2,4,2,2,5,3,3,4,5,6,6, ,Mujer,Cuarto semestre,de 91 a 95,2,1,4,6
14/3/2019 12:01:51,Administración,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,5,6,5,4,5,5,3,5,3,3,6,6,6,6,6,6,6, ,Mujer,Séptimo semestre,de 86 a 90,2,1,7,5
14/3/2019 12:06:48,Administración,5,4,5,4,5,4,5,6,5,6,6,4,6,6,6,6,4,5,6,4,5,5,3,5,3,1,2,3,4,4,5,5,5, ,Mujer,Sexto semestre,de 86 a 90,2,1,6,5
14/3/2019 12:07:33,Administración,6,5,5,2,6,6,6,6,3,4,4,4,4,4,5,5,5,5,5,5,4,4,3,4,4,4,4,4,4,4,4,4,4, ,Mujer,Onceavo semestre,de 81 a 85,2,1,11,4
14/3/2019 12:08:05,Gestión Empresarial,5,5,4,3,4,4,4,4,5,6,6,5,5,5,3,4,5,4,5,5,5,3,2,3,3,3,5,4,4,5,5,4,4, ,Mujer,Octavo semestre,de 86 a 90,2,7,8,5
14/3/2019 12:08:39,Gestión Empresarial,4,2,3,4,4,3,3,2,3,4,3,3,3,3,5,4,3,4,2,3,3,3,3,2,2,2,4,5,3,3,5,6,5, ,Mujer,Octavo semestre,de 91 a 95,2,7,8,6
14/3/2019 12:09:14,Gestión Empresarial,5,4,4,5,5,5,5,5,5,6,5,5,6,6,4,4,6,5,6,5,1,1,1,5,1,1,5,5,5,5,5,6,6, ,Hombre,Octavo semestre,de 91 a 95,1,7,8,6
14/3/2019 12:11:16,Gestión Empresarial,4,3,4,2,3,3,4,4,4,4,4,3,4,2,4,4,4,4,4,4,2,2,2,2,2,2,4,5,5,5,5,6,6, ,Mujer,Octavo semestre,de 91 a 95,2,7,8,6
14/3/2019 12:19:02,Administración,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,2,5,5,5,5,5,5,6,5, ,Mujer,Séptimo semestre,de 86 a 90,2,1,7,5
14/3/2019 12:29:31,Gestión Empresarial,5,5,5,5,5,5,5,5,5,5,5,6,5,6,6,6,6,6,6,6,1,1,2,5,1,1,6,6,6,6,6,6,6, ,Hombre,Noveno semestre,de 86 a 90,1,7,9,5
14/3/2019 12:30:01,Gestión Empresarial,6,5,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,4,5,3,4,4,4,4,6,5,5,5,6,5,6, ,Hombre,Octavo semestre,de 91 a 95,1,7,8,6
14/3/2019 12:41:42,Gestión Empresarial,5,4,4,5,5,4,4,4,4,5,5,5,5,5,4,2,2,2,5,4,5,5,3,5,3,3,5,4,4,5,4,6,6, ,Hombre,Noveno semestre,de 81 a 85,1,7,9,4
14/3/2019 12:53:02,Administración,5,4,3,4,4,4,5,3,4,5,5,5,4,5,4,4,5,6,4,1,2,2,2,3,2,2,4,4,5,5,5,6,6, ,Hombre,Sexto semestre,de 86 a 90,1,1,6,5
14/3/2019 12:57:54,Industrial,5,5,4,5,6,4,6,5,5,6,6,6,4,6,4,4,6,4,6,4,4,5,5,6,2,3,5,5,6,6,6,6,6, ,Hombre,Quinto semestre,de 81 a 85,1,8,5,4
14/3/2019 13:12:25,Administración,4,3,3,3,3,3,4,3,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,4,1,1,4,4,5,5,4,6,3, ,Hombre,Sexto semestre,de 86 a 90,1,1,6,5
14/3/2019 13:17:57,Gestión Empresarial,3,2,3,2,4,4,4,3,3,3,5,5,3,3,2,5,5,4,6,5,5,3,3,5,3,3,4,4,3,4,4,6,6, ,Hombre,Noveno semestre,de 81 a 85,1,7,9,4
14/3/2019 13:18:18,Arquitectura,5,5,5,5,5,5,6,5,5,6,6,6,6,6,6,6,6,6,6,4,5,6,5,5,5,5,5,5,5,6,6,6,6, ,Mujer,Primer semestre,de 86 a 90,2,2,1,5
14/3/2019 13:20:49,Industrial,3,3,3,3,3,3,3,3,3,5,5,5,5,5,4,4,5,5,5,5,5,5,5,3,1,1,4,4,1,1,2,4,4, ,Hombre,Décimo semestre,de 76 a 80,1,8,10,3
14/3/2019 13:21:18,Administración,5,4,4,2,3,3,4,4,4,5,5,5,5,5,5,5,4,6,5,3,3,3,3,3,1,2,4,5,5,3,5,6,3, ,Hombre,Sexto semestre,de 91 a 95,1,1,6,6
14/3/2019 13:21:52,Gestión Empresarial,3,3,2,3,3,3,3,3,3,1,5,1,4,4,4,2,4,4,5,3,1,1,1,1,1,1,3,1,5,4,4,6,1, ,Mujer,Noveno semestre,de 86 a 90,2,7,9,5
14/3/2019 13:26:25,Administración,6,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,5,2,3,5,5,6,5,6,6,6, ,Hombre,Sexto semestre,de 86 a 90,1,1,6,5
14/3/2019 13:36:47,Gestión Empresarial,4,3,4,3,4,4,4,3,4,4,3,4,4,4,4,4,5,5,4,4,3,1,2,2,1,1,4,4,4,3,4,4,5, ,Mujer,Décimo semestre,de 91 a 95,2,7,10,6
14/3/2019 14:00:55,Bioquímica,4,4,3,1,3,3,5,5,2,6,4,3,5,5,4,4,4,6,2,1,3,1,1,1,2,3,6,6,6,5,6,6,6, ,Mujer,Doceavo semestre y superior,de 81 a 85,2,3,12,4
14/3/2019 20:08:34,Administración,4,5,3,4,3,3,5,3,3,6,6,5,6,5,5,5,6,6,5,1,2,1,1,1,1,1,5,3,5,4,4,5,4, ,Mujer,Sexto semestre,de 91 a 95,2,1,6,6
14/3/2019 20:15:01,Administración,3,4,5,5,2,3,3,2,5,5,5,6,6,6,4,3,5,6,4,3,3,3,1,4,4,4,5,5,4,4,5,5,5, ,Mujer,Cuarto semestre,de 91 a 95,2,1,4,6
14/3/2019 20:22:29,Civil,5,5,5,6,6,6,4,4,4,6,6,3,6,5,4,6,6,2,6,6,4,3,3,3,3,3,5,3,6,6,4,6,6, ,Hombre,Tercer semestre,de 86 a 90,1,4,3,5
14/3/2019 21:01:43,Arquitectura,1,1,2,1,1,1,3,3,1,4,4,4,4,1,2,1,1,1,4,5,3,5,1,1,1,1,1,1,6,5,3,2,3, ,Mujer,Décimo semestre,de 91 a 95,2,2,10,6
14/3/2019 22:25:53,Arquitectura,5,4,4,5,6,6,5,4,5,6,6,5,6,6,6,6,6,6,6,3,5,3,3,5,4,4,6,6, ,5,5,6,5, ,Mujer,Primer semestre,de 81 a 85,2,2,1,4
15/3/2019 8:43:11,Administración,5,4,5,4,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,6,5,4,2,4,4,4,4,5,5,4,4,5,5, ,Mujer,Cuarto semestre,de 91 a 95,2,1,4,6
15/3/2019 13:01:59,Mecánica,1,1,1,1,1,1,1,1,1,3,1,1,6,6,1,1,1,6,3,4,4,4,5,5,3,3,1,1,1,1,1,1,1, ,Hombre,Doceavo semestre y superior,de 81 a 85,1,10,12,4
15/3/2019 13:07:15,Sistemas Computacionales,4,4,4,3,3,4,5,4,4,2,4,3,4,5,2,4,4,5,4,4,4,3,4,4,2,2,4,4,4,4,4,4,4, ,Mujer,Décimo semestre,de 91 a 95,2,13,10,6
15/3/2019 13:20:49,Gestión Empresarial,5,5,4,4,5,5,5,5,5,5,5,4,5,4,5,5,5,4,4,4,4,4,4,3,3,3,5,5,5,5,5,6,6, ,Mujer,Doceavo semestre y superior,de 81 a 85,2,7,12,4
15/3/2019 14:53:49,Administración,4,3,3,3,3,3,3,2,4,3,5,5,4,3,3,3,5,2,5,3,2,3,2,4,1,1,4,3,5,4,4,6,6, ,Mujer,Cuarto semestre,de 96 a 100,2,1,4,7
15/3/2019 22:02:47,Electrónica,4,4,3,3,3,3,4,3,3,5,5,5,5,5,5,5,5,5,4,3,3,2,3,4,2,2,4,4,3,4,4,5,4, ,Hombre,Onceavo semestre,de 81 a 85,1,6,11,4
16/3/2019 11:19:17,Bioquímica,4,3,6,4,5,2,3,4,4,6,6,6,6,6,6,6,4,6,6,6,6,6,3,6,4,4,5,4,5,6,4,4,6, ,Mujer,Sexto semestre,de 86 a 90,2,3,6,5
16/3/2019 13:07:19,Arquitectura, ,3,4,3,5,4,4,5,5,6,5,6,6,6,6,6,6,5,6,6,5,4,3,6,5,5,6,5,6,5,6,6,6, ,Hombre,Cuarto semestre,de 86 a 90,1,2,4,5
16/3/2019 13:24:39,Arquitectura,5,5,5,4,5,5,6,3,3,6,6,4,2,5,5,3,4,6,5,6,6,4,4,4,2,3,5,4,5,5,5,6,6, ,Mujer,Quinto semestre,de 86 a 90,2,2,5,5
16/3/2019 13:27:29,Arquitectura,3,2,2,1,1,1,2,2,4,3,3,4,4,1,4,2,5,5,5,1,2,3,1,1,1,2,2,4,3,4,5,2,3, ,Hombre,Noveno semestre,de 81 a 85,1,2,9,4
16/3/2019 13:56:32,Arquitectura,4,4,4,2,3,3,3,4,4,1,4,3,5,4,1,1,1,4,5,4,4,2,2,2,2,2,3,4,5,3,5,5,5, ,Hombre,Cuarto semestre,de 86 a 90,1,2,4,5
16/3/2019 13:58:35,Arquitectura,1,1,3,1,3,1,2,1,1,3,5,1,6,6,6,1,1,1,6,5,5,5,1,6,1,1,4,6,6,6,1,6,6, ,Hombre,Noveno semestre,de 91 a 95,1,2,9,6
16/3/2019 14:05:03,Arquitectura,4,4,5,5,3,4,5,4,3,4,5,5,5,6,4,6,4,6,6,5,2,4,4,5,3,3,4,3,5,5,4,6,5, ,Mujer,Cuarto semestre,de 81 a 85,2,2,4,4
16/3/2019 14:15:09,Arquitectura,5,4,5,5,4,4,3,5,4,6,6,5,5,3,6,6,5,6,6,6,5,5,5,4,5,4,5,4,5,5,5,5,5, ,Hombre,Segundo semestre,de 86 a 90,1,2,2,5
16/3/2019 14:50:48,Mecatrónica,4,3,3,2,3,3,3,3,3,4,2,4,5,2,5,5,5,4,4,3,3,3,3,3,1,1,4,1,1,1,1,5,4, ,Hombre,Séptimo semestre,de 96 a 100,1,11,7,7
17/3/2019 7:50:55,Arquitectura,3,3,2,1,2,2,2,1,2,6,4,5,6,5,6,5,5,5,6,1,3,1,1,1,1,1,2,2,1,1,2,6,5, ,Hombre,Segundo semestre,de 81 a 85,1,2,2,4
17/3/2019 14:16:57,Gestión Empresarial,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,1,1,1,1,4,4,4,4,4,6,5, ,Mujer,Séptimo semestre,de 86 a 90,2,7,7,5
17/3/2019 14:47:06,Electrónica,3,2,2,3,1,5,5,6,4,4,4,6,5,6,6,6,6,6,3,5,5,1,5,6,4,1,5,4,6,4,6,5,6, ,Hombre,Octavo semestre,de 81 a 85,1,6,8,4
17/3/2019 22:27:15,Bioquímica,5,4,5,5,5,5,4,5,5,6,6,4,1,4,4,4,4,5,4,4,4,4,4,5,3,3,5,5,5,5,5,6,6, ,Mujer,Octavo semestre,de 81 a 85,2,3,8,4
18/3/2019 10:27:32,Arquitectura,5,3,4,5,2,1,6,3,4,3,3,2,6,3,5,5,5,5,6,4,5,1,3,4,3,3,5,2,2,1,3,6,3, ,Hombre,Primer semestre,de 91 a 95,1,2,1,6
18/3/2019 17:10:33,Civil,5,5,3,5,5,5,3,5,5,4,5,5,5,5,5,5,6,5,2,3,3,2,2,4,4,1,5,5,5,5,6,6,6, ,Hombre,Octavo semestre,de 81 a 85,1,4,8,4
18/3/2019 19:22:36,Civil,4,1,1,3,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,1,3,1,3,1,1,1,3,2,6,4,4,6,6, ,Mujer,Décimo semestre,de 76 a 80,2,4,10,3
18/3/2019 21:09:11,Civil,4,4,4,4,3,3,2,3,3,5,5,5,5,5,6,5,5,5,1,3,2,1,1,3,1,1,4,4,4,4,3,5,5, ,Hombre,Octavo semestre,de 91 a 95,1,4,8,6
18/3/2019 23:27:05,Bioquímica,5,5,5,5,5,5,5,6,5,5,5,4,3,4,4,4,3,6,5,5,4,5,4,4,3,3,5,5,4,5,5,6, , ,Mujer,Octavo semestre,de 81 a 85,2,3,8,4
19/3/2019 9:02:57,Civil,4,3,4,4,3,3,6,3,4,5,5,4,3,3,5,5,5,5,6,3,2,2,2,3,1,1,4,4,5,5,4,6,4, ,Mujer,Décimo semestre,de 86 a 90,2,4,10,5
19/3/2019 9:24:06,Electrónica,4,4,5,4,5,5,5,4,5,5,5,5,5,6,4,4,5,4,5,5,4,4,4,4,4,4,5,4,5,5,4,5,4, ,Mujer,Doceavo semestre y superior,de 81 a 85,2,6,12,4
19/3/2019 9:24:21,Electrónica,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,5,6,5, ,Hombre,Octavo semestre,de 81 a 85,1,6,8,4
19/3/2019 9:27:15,Electrónica,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,1,6,1,1,6,6,6,6,6,6,6, ,Hombre,Doceavo semestre y superior,de 81 a 85,1,6,12,4
19/3/2019 9:31:17,Eléctrica,4,4,5,4,4,4,5,3,5,5,5,5,3,2,5,5,2,5,4,3,1,1,3,4,1,1,5,3,3,4,5,6,4, ,Hombre,Décimo semestre,de 86 a 90,1,5,10,5
19/3/2019 9:46:37,Eléctrica,5,4,4,3,2,3,3,4,4,5,5,5,5,5,5,4,6,6,6,5,4,4,5,5,4,4,6,5,4,5,5,6,4, ,Hombre,Octavo semestre,de 86 a 90,1,5,8,5
19/3/2019 10:22:12,Electrónica,5,4,5,5,5,3,4,4,4,5,4,5,4,5,5,5,4,5,4,4,3,2,3,2,3,3,2,3,2,3,3,2,3, ,Mujer,Sexto semestre,de 81 a 85,2,6,6,4
19/3/2019 14:32:19,Electrónica,5,4,5,3,4,4,6,5,5,6,6,6,5,6,5,5,5,6,6,5,4,5,4,6,4,5,5,5,5,5,5,6,3, ,Hombre,Doceavo semestre y superior,de 76 a 80,1,6,12,3
19/3/2019 16:57:30,Gestión Empresarial,6,5,4,4,3,5,4,4,5,5,5,5,4,5,6,5,4,5,5,3,4,2,3,3,3,4,5,5,5,6,5,5,5, ,Hombre,Cuarto semestre,de 91 a 95,1,7,4,6
